step,agente,fila_Lucro,LU,fila_Variabilidade,VA,fila_Sustentabilidade,SU,fila
52,1,11.03158510387169,0.05515792551935845,3.3094755311615067,0.3,1.2257316782079661,0.11111111111111116,2
53,0,14.29610131841864,0.0714805065920932,4.288830395525592,0.3,7.942278510232578,0.5555555555555556,2
53,1,109.04155368533203,0.5452077684266602,109.04155368533203,1.0,72.6943691235547,0.6666666666666667,2
54,0,75.01807423633217,0.37509037118166083,75.01807423633217,1.0,40.00963959271049,0.5333333333333333,2
54,1,50.74634276276712,0.2537317138138356,40.5970742102137,0.8,27.487602329832193,0.5416666666666667,2
54,2,10.622183034664873,0.05311091517332436,3.186654910399462,0.3,4.7209702376288325,0.4444444444444444,2
55,0,67.42802510980053,0.33714012554900263,53.942420087840425,0.8,36.52351360114196,0.5416666666666667,0
55,1,14.063185960653636,0.07031592980326817,4.218955788196091,0.3,3.125152435700808,0.2222222222222222,2
55,2,55.65237937973935,0.27826189689869674,55.65237937973935,1.0,22.260951751895742,0.4,2
56,0,6.767439035790504,0.03383719517895252,2.030231710737151,0.3,3.0077506825735574,0.4444444444444444,2
56,1,109.51706566139623,0.5475853283069811,109.51706566139623,1.0,80.31251481835724,0.7333333333333334,0
56,2,80.18838890949526,0.4009419445474763,64.15071112759621,0.8,56.80010881089247,0.7083333333333333,2
57,0,8.053002518498372,0.040265012592491864,0.8053002518498373,0.1,5.368668345665582,0.6666666666666667,2
57,1,45.518696977472544,0.22759348488736272,9.10373939549451,0.2,45.518696977472544,1.0,0
57,2,49.566377921905215,0.24783188960952607,49.566377921905215,1.0,11.56548818177788,0.23333333333333328,0
58,0,8.772475087528674,0.04386237543764337,2.631742526258602,0.3,2.924158362509558,0.33333333333333337,2
58,1,44.3996723461964,0.22199836173098197,35.519737876957116,0.8,12.94990443430728,0.29166666666666663,0
58,2,4.671438690384338,0.023357193451921693,0.46714386903843386,0.1,1.557146230128113,0.33333333333333337,2
59,0,36.00132430009701,0.18000662150048505,28.80105944007761,0.8,9.000331075024253,0.25,2
59,1,23.78297007074601,0.11891485035373005,7.134891021223803,0.3,15.855313380497343,0.6666666666666667,2
59,2,89.36752526012437,0.44683762630062185,89.36752526012437,1.0,41.70484512139137,0.4666666666666667,0
60,1,1.9280608035156428,0.009640304017578214,0.1928060803515643,0.1,0.6426869345052143,0.33333333333333337,0
60,2,19.986887467463983,0.09993443733731992,3.997377493492797,0.2,9.993443733731992,0.5,0
61,1,22.924588702819605,0.11462294351409802,6.877376610845881,0.3,10.188706090142047,0.4444444444444444,0
61,2,5.007202683757042,0.025036013418785207,0.5007202683757042,0.1,5.007202683757042,1.0,0
62,0,5.520835962302515,0.027604179811512575,1.104167192460503,0.2,2.7604179811512575,0.5,0
62,1,3.998718199385635,0.019993590996928174,0.3998718199385635,0.1,2.6658121329237567,0.6666666666666667,0
62,2,61.486719006990015,0.30743359503495005,55.338047106291015,0.9,20.49557300233001,0.33333333333333337,0
63,0,3.413886474885716,0.01706943237442858,0.6827772949771432,0.2,0.5689810791476192,0.16666666666666663,0
63,1,74.17455983945632,0.3708727991972816,74.17455983945632,1.0,34.61479459174628,0.4666666666666667,0
63,2,48.57469014499011,0.24287345072495053,38.85975211599209,0.8,30.359181340618818,0.625,0
64,0,44.360417737517594,0.22180208868758797,44.360417737517594,1.0,10.350764138754103,0.23333333333333328,0
64,1,52.451204063871494,0.26225602031935746,41.9609632510972,0.8,24.040135195941104,0.45833333333333337,0
64,2,21.526011926073558,0.10763005963036779,2.152601192607356,0.1,21.526011926073558,1.0,2
65,0,66.4546901340855,0.33227345067042746,53.1637521072684,0.8,33.22734506704275,0.5,2
65,2,8.158486784495658,0.04079243392247829,1.6316973568991315,0.2,5.438991189663772,0.6666666666666667,2
66,2,43.34277302670859,0.21671386513354296,34.674218421366874,0.8,23.477335389467157,0.5416666666666667,2
67,2,14.919012299271916,0.07459506149635958,1.4919012299271917,0.1,9.946008199514612,0.6666666666666667,2
68,2,84.09404658242075,0.4204702329121037,75.68464192417868,0.9,40.48972613227666,0.4814814814814815,2
69,2,23.830409080401825,0.11915204540200913,7.149122724120548,0.3,10.591292924623033,0.4444444444444444,2
70,1,52.43019150105996,0.2621509575052998,47.187172350953965,0.9,23.302307333804425,0.4444444444444444,0
70,2,72.00052775165227,0.36000263875826133,64.80047497648705,0.9,29.333548343265743,0.40740740740740744,0
71,0,12.465162173209514,0.06232581086604757,3.739548651962854,0.3,5.540072076982006,0.4444444444444444,2
71,1,20.572495671200283,0.10286247835600142,4.114499134240057,0.2,10.286247835600141,0.5,2
71,2,10.6191142223453,0.0530955711117265,3.1857342667035895,0.3,3.539704740781767,0.33333333333333337,0
72,0,60.26416500188401,0.30132082500942003,48.21133200150721,0.8,25.110068750785,0.41666666666666663,0
72,1,2.759155480051139,0.013795777400255695,0.5518310960102278,0.2,0.9197184933503798,0.33333333333333337,0
72,2,0.9089710616871429,0.004544855308435715,0.0908971061687143,0.1,0.3029903538957143,0.33333333333333337,0
73,0,66.25181710694707,0.3312590855347354,59.62663539625237,0.9,31.899023051493035,0.4814814814814815,0
73,1,32.88203288676008,0.1644101644338004,6.576406577352016,0.2,32.88203288676008,1.0,2
73,2,3.6872374702092072,0.018436187351046036,0.36872374702092076,0.1,2.458158313472805,0.6666666666666667,2
74,0,11.841824198414255,0.059209120992071276,2.368364839682851,0.2,3.947274732804752,0.33333333333333337,2
74,1,92.77477225411226,0.4638738612705613,92.77477225411226,1.0,46.38738612705613,0.5,2
74,2,3.6872374702092072,0.018436187351046036,0.36872374702092076,0.1,2.458158313472805,0.6666666666666667,2
75,0,69.78575013908876,0.3489287506954438,69.78575013908876,1.0,27.914300055635508,0.4,0
75,1,93.89956063499805,0.4694978031749903,75.11964850799845,0.8,62.59970708999871,0.6666666666666667,0
75,2,64.41937943395571,0.3220968971697786,51.53550354716457,0.8,32.209689716977856,0.5,2
76,0,5.007202683757042,0.025036013418785207,0.5007202683757042,0.1,5.007202683757042,1.0,2
76,1,40.33037124590794,0.2016518562295397,32.26429699672635,0.8,15.123889217215478,0.375,0
76,2,2.1389169740607525,0.010694584870303763,0.21389169740607528,0.1,0.7129723246869176,0.33333333333333337,0
77,0,6.67423654780359,0.03337118273901795,1.334847309560718,0.2,3.337118273901795,0.5,0
77,1,1.5669575764905224,0.007834787882452612,0.15669575764905225,0.1,1.044638384327015,0.6666666666666667,0
77,2,74.20461074077011,0.3710230537038505,74.20461074077011,1.0,39.57579239507739,0.5333333333333333,0
78,0,18.157155499659346,0.09078577749829674,5.447146649897804,0.3,12.104770333106233,0.6666666666666667,0
78,1,73.19434869789956,0.3659717434894978,58.55547895831965,0.8,36.59717434894978,0.5,0
78,2,59.51734269799627,0.29758671348998134,47.61387415839702,0.8,34.718449907164484,0.5833333333333333,0
79,0,4.574692174108724,0.022873460870543618,0.9149384348217448,0.2,0.0,0.0,0
79,1,75.55401106598327,0.37777005532991637,75.55401106598327,1.0,35.258538497458865,0.4666666666666667,0
79,2,6.684251949516231,0.03342125974758115,1.3368503899032462,0.2,3.3421259747581153,0.5,0
80,0,55.296685770256644,0.27648342885128324,55.296685770256644,1.0,16.589005731076995,0.30000000000000004,0
80,1,41.51456946226163,0.20757284731130818,33.21165556980931,0.8,12.108416093159642,0.29166666666666663,0
80,2,6.621852939742837,0.03310926469871418,1.3243705879485674,0.2,5.518210783119031,0.8333333333333334,0
81,0,11.540065145823041,0.0577003257291152,2.3080130291646084,0.2,1.9233441909705065,0.16666666666666663,0
81,1,67.37683076394856,0.3368841538197428,67.37683076394856,1.0,33.68841538197428,0.5,0
81,2,57.44508233414871,0.28722541167074356,45.95606586731897,0.8,21.541905875305766,0.375,0
82,0,87.10893391127006,0.4355446695563503,87.10893391127006,1.0,49.361729216386365,0.5666666666666667,0
82,1,55.341896105646114,0.2767094805282306,44.273516884516894,0.8,25.365035715087803,0.45833333333333337,0
82,2,38.30448395259939,0.19152241976299694,30.643587162079513,0.8,9.576120988149848,0.25,0
83,0,16.317498471739732,0.08158749235869867,4.8952495415219195,0.3,5.439166157246578,0.33333333333333337,0
83,2,21.921355257840048,0.10960677628920024,4.3842710515680094,0.2,14.614236838560034,0.6666666666666667,0
84,0,109.38288441624971,0.5469144220812485,109.38288441624971,1.0,69.27582679695814,0.6333333333333333,0
84,2,53.83283887543493,0.26916419437717465,48.44955498789144,0.9,21.93189731962164,0.40740740740740744,0
85,0,77.27657611848412,0.3863828805924206,69.5489185066357,0.9,37.207240353344204,0.4814814814814815,0
85,2,27.053712710515647,0.13526856355257824,8.116113813154694,0.3,18.0358084736771,0.6666666666666667,2
86,0,1.9871045175515467,0.009935522587757734,0.19871045175515467,0.1,0.0,0.0,2
86,2,14.435991210365916,0.07217995605182959,4.330797363109775,0.3,8.019995116869953,0.5555555555555556,2
87,0,15.137650304115711,0.07568825152057855,3.0275300608231426,0.2,10.091766869410476,0.6666666666666667,2
87,2,8.581391222024958,0.042906956110124794,1.7162782444049918,0.2,1.4302318703374928,0.16666666666666663,2
88,0,3.2192173561854656,0.01609608678092733,0.3219217356185466,0.1,0.0,0.0,0
88,1,47.91851401314399,0.23959257006571996,47.91851401314399,1.0,17.570121804819465,0.3666666666666667,2
88,2,1.0867852823278783,0.005433926411639391,0.10867852823278784,0.1,0.0,0.0,2
89,0,51.39094909599651,0.25695474547998254,41.11275927679721,0.8,19.27160591099869,0.375,2
89,2,79.36797782666568,0.3968398891333284,63.49438226133255,0.8,52.91198521777712,0.6666666666666667,2
90,0,4.233320614097728,0.021166603070488642,0.8466641228195457,0.2,1.4111068713659096,0.33333333333333337,2
90,1,57.225794769709864,0.2861289738485493,45.780635815767894,0.8,26.228489269450357,0.45833333333333337,2
90,2,51.3830757990966,0.256915378995483,41.10646063927729,0.8,25.6915378995483,0.5,2
91,0,93.55096381559862,0.4677548190779931,93.55096381559862,1.0,59.248943749879125,0.6333333333333333,2
91,1,20.561235840702476,0.10280617920351239,6.168370752210743,0.3,11.422908800390266,0.5555555555555556,2
91,2,69.79362826483815,0.34896814132419074,69.79362826483815,1.0,27.91745130593526,0.4,2
92,0,60.92984110897236,0.3046492055448618,48.74387288717789,0.8,30.46492055448618,0.5,2
92,1,15.137650304115711,0.07568825152057855,3.0275300608231426,0.2,10.091766869410476,0.6666666666666667,2
92,2,0.8201452671671017,0.0041007263358355086,0.08201452671671017,0.1,0.0,0.0,0
93,0,27.54388167787354,0.1377194083893677,8.263164503362061,0.3,18.36258778524903,0.6666666666666667,2
93,1,44.63110106427916,0.22315550532139578,35.704880851423326,0.8,7.438516844046524,0.16666666666666663,0
93,2,82.32340870423307,0.41161704352116535,82.32340870423307,1.0,52.13815884601428,0.6333333333333333,0
94,0,1.5669575764905224,0.007834787882452612,0.15669575764905225,0.1,1.044638384327015,0.6666666666666667,2
94,1,27.915087149124027,0.13957543574562015,8.374526144737208,0.3,15.50838174951335,0.5555555555555556,2
94,2,60.67337493946223,0.30336687469731116,54.60603744551601,0.9,31.460268487128566,0.5185185185185186,2
95,0,58.849655225902374,0.2942482761295119,52.96468970331214,0.9,30.514636043060495,0.5185185185185186,2
95,1,36.43997228496288,0.1821998614248144,29.151977827970303,0.8,13.664989606861079,0.375,2
95,2,62.83194600423077,0.3141597300211539,50.26555680338462,0.8,31.415973002115386,0.5,2
96,0,7.5679846619096915,0.03783992330954846,0.7567984661909692,0.1,2.5226615539698973,0.33333333333333337,2
96,1,4.587148550637999,0.022935742753189995,0.9174297101275999,0.2,0.7645247584396664,0.16666666666666663,0
96,2,93.07137036021263,0.4653568518010631,93.07137036021263,1.0,49.6380641921134,0.5333333333333333,0
97,0,10.29611750641932,0.0514805875320966,3.0888352519257958,0.3,1.1440130562688138,0.11111111111111116,0
97,1,47.19323804741268,0.2359661902370634,42.47391424267141,0.9,20.974772465516743,0.4444444444444444,2
97,2,14.919012299271916,0.07459506149635958,1.4919012299271917,0.1,9.946008199514612,0.6666666666666667,2
98,0,31.268735256196614,0.15634367628098306,9.380620576858984,0.3,24.320127421486255,0.7777777777777778,2
98,1,51.13581755748841,0.255679087787442,46.02223580173957,0.9,22.727030025550402,0.4444444444444444,0
98,2,7.542500644366298,0.037712503221831485,1.5085001288732596,0.2,2.514166881455433,0.33333333333333337,0
99,0,74.47927894966209,0.37239639474831043,67.03135105469588,0.9,35.860393568355825,0.4814814814814815,0
99,1,62.308492466134766,0.31154246233067384,49.84679397290782,0.8,38.94280779133423,0.625,0
99,2,60.956345518833224,0.3047817275941661,54.8607109669499,0.9,33.864636399351795,0.5555555555555556,2
100,0,53.8563944546702,0.269281972273351,43.08511556373617,0.8,24.684180791723843,0.45833333333333337,2
100,1,9.097128075304548,0.04548564037652274,1.8194256150609096,0.2,7.580940062753791,0.8333333333333334,2
100,2,43.427549924317695,0.21713774962158847,34.74203993945416,0.8,18.094812468465705,0.41666666666666663,2
101,0,107.87152423056367,0.5393576211528184,107.87152423056367,1.0,61.127197063986074,0.5666666666666667,0
101,1,126.06989413293407,0.6303494706646703,100.85591530634726,0.8,89.29950834416162,0.7083333333333333,2
101,2,106.57197691153459,0.532859884557673,106.57197691153459,1.0,56.83838768615178,0.5333333333333333,0
102,0,11.523532540239705,0.05761766270119852,1.1523532540239705,0.1,11.523532540239705,1.0,2
102,1,96.20321994435731,0.48101609972178655,86.58289794992159,0.9,39.19390442177521,0.40740740740740744,0
102,2,16.052606803481357,0.08026303401740678,4.8157820410444065,0.3,12.485360847152167,0.7777777777777778,2
103,0,20.89844695882916,0.10449223479414581,4.179689391765833,0.2,13.932297972552776,0.6666666666666667,2
103,1,85.0353149664508,0.425176574832254,76.53178346980572,0.9,37.79347331842258,0.4444444444444444,0
103,2,86.33184930562729,0.4316592465281364,77.69866437506457,0.9,47.962138503126276,0.5555555555555556,0
104,0,88.05049084347237,0.44025245421736187,79.24544175912514,0.9,48.91693935748466,0.5555555555555556,0
104,1,19.783729161765496,0.09891864580882748,3.9567458323530995,0.2,9.891864580882748,0.5,2
104,2,78.45560119073554,0.3922780059536777,70.61004107166198,0.9,40.680682098899915,0.5185185185185186,0
105,0,28.750758610080055,0.14375379305040029,8.625227583024015,0.3,15.972643672266699,0.5555555555555556,2
105,1,39.153818990707215,0.1957690949535361,11.746145697212164,0.3,17.401697329203206,0.4444444444444444,2
105,2,14.959502803141751,0.07479751401570875,2.99190056062835,0.2,9.973001868761168,0.6666666666666667,2
106,0,74.11589789063405,0.3705794894531702,74.11589789063405,1.0,24.705299296878017,0.33333333333333337,0
106,1,84.109665357948,0.42054832678974,84.109665357948,1.0,30.840210631247604,0.3666666666666667,0
106,2,5.35086408897585,0.026754320444879253,1.0701728177951702,0.2,2.675432044487925,0.5,2
