step,agente,lucro,variabilidade,sustentabilidade,erroEls,erro_anteriorEls,erroEsv,erro_anteriorEsv,erroEvl,erro_anteriorEvl,saidaEvl,saidaEls,saidaEsv,fila
7,1,0.4436925255654275,0.7999999999999999,0.5215608465608466,-0.14929863219005027,-0.14929863219005027,-0.34804894179894175,-0.34804894179894175,0.8030504322345878,0.8030504322345878,-0.1,0.1,0.1,0
7,2,0.4436925255654275,0.7999999999999999,0.5215608465608466,-0.14929863219005027,-0.14929863219005027,-0.34804894179894175,-0.34804894179894175,0.8030504322345878,0.8030504322345878,-0.1,0.1,0.1,0
8,0,0.4436925255654275,0.7999999999999999,0.5215608465608466,-0.14929863219005027,-0.14929863219005027,-0.34804894179894175,-0.34804894179894175,0.8030504322345878,0.8030504322345878,-0.1,0.1,0.1,0
8,1,0.4436925255654275,0.7999999999999999,0.5215608465608466,-0.14929863219005027,-0.14929863219005027,-0.34804894179894175,-0.34804894179894175,0.8030504322345878,0.8030504322345878,-0.1,0.1,0.1,0
8,2,0.4436925255654275,0.7999999999999999,0.5215608465608466,-0.14929863219005027,-0.14929863219005027,-0.34804894179894175,-0.34804894179894175,0.8030504322345878,0.8030504322345878,-0.1,0.1,0.1,0
9,0,0.3983393213879503,0.7375,0.5119212962962963,-0.22187390079315164,-0.14929863219005027,-0.30586942875078466,-0.34804894179894175,0.8514366029200885,0.8030504322345878,-0.4870893654840053,0.5,0.01564097390368582,0
9,1,0.3983393213879503,0.7375,0.5119212962962963,-0.22187390079315164,-0.22187390079315164,-0.30586942875078466,-0.30586942875078466,0.8514366029200885,0.8514366029200885,-0.1,0.1,0.1,0
9,2,0.3983393213879503,0.7375,0.5119212962962963,-0.22187390079315164,-0.22187390079315164,-0.30586942875078466,-0.30586942875078466,0.8514366029200885,0.8514366029200885,-0.1,0.1,0.1,0
10,0,0.3983393213879503,0.7375,0.5119212962962963,-0.22187390079315164,-0.22187390079315164,-0.30586942875078466,-0.30586942875078466,0.8514366029200885,0.8514366029200885,-0.1,0.1,0.1,0
10,1,0.3983393213879503,0.7375,0.5119212962962963,-0.22187390079315164,-0.22187390079315164,-0.30586942875078466,-0.30586942875078466,0.8514366029200885,0.8514366029200885,-0.1,0.1,0.1,0
10,2,0.36110603120478924,0.6888888888888889,0.5044238683127573,-0.28412183901477656,-0.22187390079315164,-0.2677718040621265,-0.30586942875078466,0.9077191444033471,0.8514366029200885,-0.5,0.5,0.023804750622683637,0
11,0,0.36110603120478924,0.6888888888888889,0.5044238683127573,-0.28412183901477656,-0.28412183901477656,-0.2677718040621265,-0.2677718040621265,0.9077191444033471,0.9077191444033471,-0.1,0.1,0.1,0
11,1,0.36110603120478924,0.6888888888888889,0.5044238683127573,-0.28412183901477656,-0.28412183901477656,-0.2677718040621265,-0.2677718040621265,0.9077191444033471,0.9077191444033471,-0.1,0.1,0.1,0
11,2,0.3760562146203018,0.7100000000000001,0.5169444444444445,-0.272540369353527,-0.28412183901477656,-0.27190923317683874,-0.2677718040621265,0.8880156008507297,0.9077191444033471,-0.06059291289476523,0.07683706067750087,0.13309943291769813,2
12,0,0.3760562146203018,0.7100000000000001,0.5169444444444445,-0.272540369353527,-0.272540369353527,-0.27190923317683874,-0.27190923317683874,0.8880156008507297,0.8880156008507297,-0.1,0.1,0.1,0
12,1,0.3760562146203018,0.7100000000000001,0.5169444444444445,-0.272540369353527,-0.272540369353527,-0.27190923317683874,-0.27190923317683874,0.8880156008507297,0.8880156008507297,-0.1,0.1,0.1,0
12,2,0.3760562146203018,0.7100000000000001,0.5169444444444445,-0.272540369353527,-0.272540369353527,-0.27190923317683874,-0.27190923317683874,0.8880156008507297,0.8880156008507297,-0.1,0.1,0.1,0
13,0,0.3843742103654631,0.7272727272727273,0.5238215488215489,-0.2662115347675235,-0.272540369353527,-0.27974537037037034,-0.27190923317683874,0.892095535184934,0.8880156008507297,-0.13263947467363427,0.08734233082799306,0.1626890975482528,2
13,1,0.3843742103654631,0.7272727272727273,0.5238215488215489,-0.2662115347675235,-0.2662115347675235,-0.27974537037037034,-0.27974537037037034,0.892095535184934,0.892095535184934,-0.1,0.1,0.1,0
13,2,0.3843742103654631,0.7272727272727273,0.5238215488215489,-0.2662115347675235,-0.2662115347675235,-0.27974537037037034,-0.27974537037037034,0.892095535184934,0.892095535184934,-0.1,0.1,0.1,0
14,0,0.38949806064569753,0.75,0.5190586419753087,-0.24960682830857153,-0.2662115347675235,-0.3079218106995884,-0.27974537037037034,0.9255551587514295,0.892095535184934,-0.3676769885319636,0.06679058708209604,0.3254115226337445,2
14,1,0.37178753881198084,0.7153846153846154,0.538960113960114,-0.31017615370421425,-0.24960682830857153,-0.24661489446435678,-0.3079218106995884,0.9241758819313127,0.9255551587514295,-0.09724144635976653,0.5,0.0,0
14,2,0.37178753881198084,0.7153846153846154,0.538960113960114,-0.31017615370421425,-0.31017615370421425,-0.24661489446435678,-0.24661489446435678,0.9241758819313127,0.9241758819313127,-0.1,0.1,0.1,0
15,0,0.3607931743981446,0.7214285714285715,0.5272486772486773,-0.31570587093578195,-0.31017615370421425,-0.2691602493582692,-0.24661489446435678,0.9995626930360284,0.9241758819313127,-0.5,0.1442377378525416,0.2803628391512995,2
15,1,0.35517042533181925,0.7266666666666668,0.5170987654320988,-0.3131477986898088,-0.31570587093578195,-0.28839619435949726,-0.2691602493582692,1.0459661470624302,0.9995626930360284,-0.4712276322112142,0.0948838555080537,0.2538875600098244,2
15,2,0.33457245514813605,0.6937500000000001,0.5160300925925926,-0.35164158069308166,-0.3131477986898088,-0.2561728395061729,-0.28839619435949726,1.073541887041579,1.0459661470624302,-0.32060591983319,0.40795025602618284,0.035553290293351324,0
16,0,0.33457245514813605,0.6937500000000001,0.5160300925925926,-0.35164158069308166,-0.35164158069308166,-0.2561728395061729,-0.2561728395061729,1.073541887041579,1.073541887041579,-0.1,0.1,0.1,0
16,1,0.33457245514813605,0.6937500000000001,0.5160300925925926,-0.35164158069308166,-0.35164158069308166,-0.2561728395061729,-0.2561728395061729,1.073541887041579,1.073541887041579,-0.1,0.1,0.1,0
16,2,0.33457245514813605,0.6937500000000001,0.5160300925925926,-0.35164158069308166,-0.35164158069308166,-0.2561728395061729,-0.2561728395061729,1.073541887041579,1.073541887041579,-0.1,0.1,0.1,0
17,0,0.33457245514813605,0.6937500000000001,0.5160300925925926,-0.35164158069308166,-0.35164158069308166,-0.2561728395061729,-0.2561728395061729,1.073541887041579,1.073541887041579,-0.1,0.1,0.1,0
17,1,0.33457245514813605,0.6937500000000001,0.5160300925925926,-0.35164158069308166,-0.35164158069308166,-0.2561728395061729,-0.2561728395061729,1.073541887041579,1.073541887041579,-0.1,0.1,0.1,0
17,2,0.34293020620360976,0.7000000000000002,0.5248910675381263,-0.3466640462905182,-0.35164158069308166,-0.25015561780267687,-0.2561728395061729,1.0412316772830024,1.073541887041579,-0.03537958048284686,0.09004493119487314,0.0879655565930079,0
18,0,0.34293020620360976,0.7000000000000002,0.5248910675381263,-0.3466640462905182,-0.3466640462905182,-0.25015561780267687,-0.25015561780267687,1.0412316772830024,1.0412316772830024,-0.1,0.1,0.1,0
18,1,0.3526694525110073,0.7111111111111112,0.5286522633744855,-0.33288954395115467,-0.3466640462905182,-0.25658275462963,-0.25015561780267687,1.0163671847618174,1.0412316772830024,-0.05027101495763012,0.07245099532127289,0.15141709461562494,2
18,2,0.35583495637067974,0.7157894736842106,0.5337231968810915,-0.33329681293587016,-0.33288954395115467,-0.2543572984749458,-0.25658275462963,1.0115771676421799,1.0163671847618174,-0.09041996576072489,0.10325815187772394,0.09554908769063167,0
19,0,0.35583495637067974,0.7157894736842106,0.5337231968810915,-0.33329681293587016,-0.33329681293587016,-0.2543572984749458,-0.2543572984749458,1.0115771676421799,1.0115771676421799,-0.1,0.1,0.1,0
19,1,0.35583495637067974,0.7157894736842106,0.5337231968810915,-0.33329681293587016,-0.33329681293587016,-0.2543572984749458,-0.2543572984749458,1.0115771676421799,1.0115771676421799,-0.1,0.1,0.1,0
19,2,0.35583495637067974,0.7157894736842106,0.5337231968810915,-0.33329681293587016,-0.33329681293587016,-0.2543572984749458,-0.2543572984749458,1.0115771676421799,1.0115771676421799,-0.1,0.1,0.1,0
20,0,0.35583495637067974,0.7157894736842106,0.5337231968810915,-0.33329681293587016,-0.33329681293587016,-0.2543572984749458,-0.2543572984749458,1.0115771676421799,1.0115771676421799,-0.1,0.1,0.1,0
20,1,0.35583495637067974,0.7157894736842106,0.5337231968810915,-0.33329681293587016,-0.33329681293587016,-0.2543572984749458,-0.2543572984749458,1.0115771676421799,1.0115771676421799,-0.1,0.1,0.1,0
20,2,0.3389868439834563,0.6850000000000002,0.507037037037037,-0.3314357350216712,-0.33329681293587016,-0.2597999459313331,-0.2543572984749458,1.0207273885632873,1.0115771676421799,-0.1732017673688592,0.09627784417160204,0.14354117965109828,2
21,0,0.3389868439834563,0.6850000000000002,0.507037037037037,-0.3314357350216712,-0.3314357350216712,-0.2597999459313331,-0.2597999459313331,1.0207273885632873,1.0207273885632873,-0.1,0.1,0.1,0
21,1,0.3389868439834563,0.6850000000000002,0.507037037037037,-0.3314357350216712,-0.3314357350216712,-0.2597999459313331,-0.2597999459313331,1.0207273885632873,1.0207273885632873,-0.1,0.1,0.1,0
21,2,0.3250193525799829,0.6571428571428573,0.4987654320987654,-0.3483522881440937,-0.3314357350216712,-0.24100912506709626,-0.2597999459313331,1.0218576276350906,1.0207273885632873,-0.10904191257442655,0.23533242497938012,0.062418358271526336,0
22,0,0.3250193525799829,0.6571428571428573,0.4987654320987654,-0.3483522881440937,-0.3483522881440937,-0.24100912506709626,-0.24100912506709626,1.0218576276350906,1.0218576276350906,-0.1,0.1,0.1,0
22,1,0.3250193525799829,0.6571428571428573,0.4987654320987654,-0.3483522881440937,-0.3483522881440937,-0.24100912506709626,-0.24100912506709626,1.0218576276350906,1.0218576276350906,-0.1,0.1,0.1,0
22,2,0.3250193525799829,0.6571428571428573,0.4987654320987654,-0.3483522881440937,-0.3483522881440937,-0.24100912506709626,-0.24100912506709626,1.0218576276350906,1.0218576276350906,-0.1,0.1,0.1,0
23,0,0.3250193525799829,0.6571428571428573,0.4987654320987654,-0.3483522881440937,-0.3483522881440937,-0.24100912506709626,-0.24100912506709626,1.0218576276350906,1.0218576276350906,-0.1,0.1,0.1,0
23,1,0.3250193525799829,0.6571428571428573,0.4987654320987654,-0.3483522881440937,-0.3483522881440937,-0.24100912506709626,-0.24100912506709626,1.0218576276350906,1.0218576276350906,-0.1,0.1,0.1,0
23,2,0.31806173213566774,0.6363636363636365,0.513973063973064,-0.38117042617560876,-0.3483522881440937,-0.19232804232804246,-0.24100912506709626,1.0007551115649416,1.0218576276350906,-0.05779496785970198,0.3625451042521205,0.0026378345218923908,0
24,0,0.31806173213566774,0.6363636363636365,0.513973063973064,-0.38117042617560876,-0.38117042617560876,-0.19232804232804246,-0.19232804232804246,1.0007551115649416,1.0007551115649416,-0.1,0.1,0.1,0
24,1,0.31806173213566774,0.6363636363636365,0.513973063973064,-0.38117042617560876,-0.38117042617560876,-0.19232804232804246,-0.19232804232804246,1.0007551115649416,1.0007551115649416,-0.1,0.1,0.1,0
24,2,0.3257583202761664,0.6478260869565219,0.5190016103059581,-0.372336590470061,-0.38117042617560876,-0.19885657469550103,-0.19232804232804246,0.9886708846218196,1.0007551115649416,-0.07583154611375612,0.08233232858890452,0.15222825893966854,2
25,0,0.3257583202761664,0.6478260869565219,0.5190016103059581,-0.372336590470061,-0.372336590470061,-0.19885657469550103,-0.19885657469550103,0.9886708846218196,0.9886708846218196,-0.1,0.1,0.1,0
25,1,0.32983279218622846,0.6541666666666667,0.5251543209876544,-0.3719316798804701,-0.372336590470061,-0.1972163246048596,-0.19885657469550103,0.9833281655552142,0.9886708846218196,-0.08931456186678913,0.09919017882081818,0.09671949981871716,0
25,2,0.32983279218622846,0.6541666666666667,0.5251543209876544,-0.3719316798804701,-0.3719316798804701,-0.1972163246048596,-0.1972163246048596,0.9833281655552142,0.9833281655552142,-0.1,0.1,0.1,0
26,0,0.32983279218622846,0.6541666666666667,0.5251543209876544,-0.3719316798804701,-0.3719316798804701,-0.1972163246048596,-0.1972163246048596,0.9833281655552142,0.9833281655552142,-0.1,0.1,0.1,0
26,1,0.32983279218622846,0.6541666666666667,0.5251543209876544,-0.3719316798804701,-0.3719316798804701,-0.1972163246048596,-0.1972163246048596,0.9833281655552142,0.9833281655552142,-0.1,0.1,0.1,0
26,2,0.32983279218622846,0.6541666666666667,0.5251543209876544,-0.3719316798804701,-0.3719316798804701,-0.1972163246048596,-0.1972163246048596,0.9833281655552142,0.9833281655552142,-0.1,0.1,0.1,0
27,0,0.3384535592427177,0.6679999999999999,0.5268148148148148,-0.3575473777029403,-0.3719316798804701,-0.21135506764249265,-0.1972163246048596,0.9736828931408937,0.9833281655552142,-0.0807094551713591,0.07123139564494044,0.2131099443010644,2
27,1,0.3384535592427177,0.6679999999999999,0.5268148148148148,-0.3575473777029403,-0.3575473777029403,-0.21135506764249265,-0.21135506764249265,0.9736828931408937,0.9736828931408937,-0.1,0.1,0.1,0
27,2,0.3384535592427177,0.6679999999999999,0.5268148148148148,-0.3575473777029403,-0.3575473777029403,-0.21135506764249265,-0.21135506764249265,0.9736828931408937,0.9736828931408937,-0.1,0.1,0.1,0
28,0,0.3384535592427177,0.6679999999999999,0.5268148148148148,-0.3575473777029403,-0.3575473777029403,-0.21135506764249265,-0.21135506764249265,0.9736828931408937,0.9736828931408937,-0.1,0.1,0.1,0
28,1,0.3384535592427177,0.6679999999999999,0.5268148148148148,-0.3575473777029403,-0.3575473777029403,-0.21135506764249265,-0.21135506764249265,0.9736828931408937,0.9736828931408937,-0.1,0.1,0.1,0
28,2,0.3384535592427177,0.6679999999999999,0.5268148148148148,-0.3575473777029403,-0.3575473777029403,-0.21135506764249265,-0.21135506764249265,0.9736828931408937,0.9736828931408937,-0.1,0.1,0.1,0
29,0,0.3384535592427177,0.6679999999999999,0.5268148148148148,-0.3575473777029403,-0.3575473777029403,-0.21135506764249265,-0.21135506764249265,0.9736828931408937,0.9736828931408937,-0.1,0.1,0.1,0
29,1,0.32639379133120056,0.6461538461538462,0.5065527065527066,-0.3556568011403184,-0.3575473777029403,-0.2160493827160494,-0.21135506764249265,0.9796756657609841,0.9736828931408937,-0.14794218096072279,0.09621884687475615,0.137554520588454,2
29,2,0.31460322793826406,0.625925925925926,0.512482853223594,-0.3861195043709998,-0.3556568011403184,-0.18124041200964283,-0.2160493827160494,0.9895724847704173,0.9796756657609841,-0.17917455207546543,0.34370162584545116,0.030382058587186872,0
30,0,0.3069516480072502,0.6107142857142858,0.5060846560846561,-0.39347766363439324,-0.3861195043709998,-0.1713233701537795,-0.18124041200964283,0.9896107080026514,0.9895724847704173,-0.100305785857873,0.1588652741071476,0.08016591628827333,0
30,1,0.3069516480072502,0.6107142857142858,0.5060846560846561,-0.39347766363439324,-0.39347766363439324,-0.1713233701537795,-0.1713233701537795,0.9896107080026514,0.9896107080026514,-0.1,0.1,0.1,0
30,2,0.3069516480072502,0.6107142857142858,0.5060846560846561,-0.39347766363439324,-0.39347766363439324,-0.1713233701537795,-0.1713233701537795,0.9896107080026514,0.9896107080026514,-0.1,0.1,0.1,0
31,0,0.29808592700076136,0.596551724137931,0.5001277139208175,-0.4039803860020528,-0.39347766363439324,-0.16163562406336954,-0.1713233701537795,1.00127436454391,0.9896107080026514,-0.1933092523300685,0.1840217789412767,0.0806245078191801,0
31,1,0.30183951251208246,0.6033333333333334,0.5001234567901235,-0.3964699947302227,-0.4039803860020528,-0.17106609371802745,-0.16163562406336954,0.9988547169058335,1.00127436454391,-0.0951607047238471,0.08497921745633977,0.1754437572372633,2
31,2,0.30183951251208246,0.6033333333333334,0.5001234567901235,-0.3964699947302227,-0.3964699947302227,-0.17106609371802745,-0.17106609371802745,0.9988547169058335,0.9988547169058335,-0.1,0.1,0.1,0
32,0,0.30183951251208246,0.6033333333333334,0.5001234567901235,-0.3964699947302227,-0.3964699947302227,-0.17106609371802745,-0.17106609371802745,0.9988547169058335,0.9988547169058335,-0.1,0.1,0.1,0
32,1,0.30183951251208246,0.6033333333333334,0.5001234567901235,-0.3964699947302227,-0.3964699947302227,-0.17106609371802745,-0.17106609371802745,0.9988547169058335,0.9988547169058335,-0.1,0.1,0.1,0
32,2,0.30183951251208246,0.6033333333333334,0.5001234567901235,-0.3964699947302227,-0.3964699947302227,-0.17106609371802745,-0.17106609371802745,0.9988547169058335,0.9988547169058335,-0.1,0.1,0.1,0
33,0,0.30183951251208246,0.6033333333333334,0.5001234567901235,-0.3964699947302227,-0.3964699947302227,-0.17106609371802745,-0.17106609371802745,0.9988547169058335,0.9988547169058335,-0.1,0.1,0.1,0
33,1,0.2923568824274364,0.5903225806451613,0.4839904420549582,-0.39594492571768886,-0.3964699947302227,-0.1801254806719287,-0.17106609371802745,1.019184825558812,0.9988547169058335,-0.26264086922382857,0.0989498619749323,0.17247509563121016,2
33,2,0.2923568824274364,0.5903225806451613,0.4839904420549582,-0.39594492571768886,-0.39594492571768886,-0.1801254806719287,-0.1801254806719287,1.019184825558812,1.019184825558812,-0.1,0.1,0.1,0
34,0,0.2923568824274364,0.5903225806451613,0.4839904420549582,-0.39594492571768886,-0.39594492571768886,-0.1801254806719287,-0.1801254806719287,1.019184825558812,1.019184825558812,-0.1,0.1,0.1,0
34,1,0.2833666321354991,0.5750000000000001,0.4792824074074074,-0.4087689684494778,-0.39594492571768886,-0.16646537842190026,-0.1801254806719287,1.0291732857418754,1.019184825558812,-0.17990768146450656,0.20259234185431152,0.0726797954999431,0
34,2,0.2755180677629496,0.5666666666666668,0.4748597081930415,-0.4197905970768421,-0.4087689684494778,-0.16201227965933865,-0.16646537842190026,1.056731419712974,1.0291732857418754,-0.320465071768789,0.1881730290189142,0.09109380247487678,0
35,0,0.2799713367865917,0.573529411764706,0.47805010893246186,-0.41434730051249585,-0.4197905970768421,-0.16647673314339995,-0.16201227965933865,1.0485290328198098,1.056731419712974,-0.08359522621367158,0.08911340687130756,0.1357156278724904,2
35,1,0.2835318572860765,0.582857142857143,0.4844973544973544,-0.4147917328047563,-0.41434730051249585,-0.16875453885257835,-0.16647673314339995,1.055702482381212,1.0485290328198098,-0.1573875964912176,0.10355545833808347,0.11822244567342724,2
35,2,0.28996300116052826,0.588888888888889,0.4872427983539094,-0.40489012430736165,-0.4147917328047563,-0.17260656883298425,-0.16875453885257835,1.030910449029566,1.055702482381212,-0.05041593329670793,0.08019678300521074,0.13081623984324722,2
36,0,0.2926127139969848,0.5945945945945947,0.49772272272272267,-0.4120969354256366,-0.40489012430736165,-0.16292087542087572,-0.17260656883298425,1.032019000379873,1.030910449029566,-0.1088684108024566,0.1576544889461994,0.08062861317578293,0
36,1,0.2952519628770749,0.6026315789473685,0.4972953216374268,-0.40628445507005945,-0.4120969354256366,-0.1747937894226107,-0.16292087542087572,1.0410756056455683,1.032019000379873,-0.17245284212556236,0.08837503928884574,0.19498331201387992,2
36,2,0.2952519628770749,0.6026315789473685,0.4972953216374268,-0.40628445507005945,-0.40628445507005945,-0.1747937894226107,-0.1747937894226107,1.0410756056455683,1.0410756056455683,-0.1,0.1,0.1,0
37,0,0.2952519628770749,0.6026315789473685,0.4972953216374268,-0.40628445507005945,-0.40628445507005945,-0.1747937894226107,-0.1747937894226107,1.0410756056455683,1.0410756056455683,-0.1,0.1,0.1,0
37,1,0.2952519628770749,0.6026315789473685,0.4972953216374268,-0.40628445507005945,-0.40628445507005945,-0.1747937894226107,-0.1747937894226107,1.0410756056455683,1.0410756056455683,-0.1,0.1,0.1,0
37,2,0.2952519628770749,0.6026315789473685,0.4972953216374268,-0.40628445507005945,-0.40628445507005945,-0.1747937894226107,-0.1747937894226107,1.0410756056455683,1.0410756056455683,-0.1,0.1,0.1,0
38,0,0.2952519628770749,0.6026315789473685,0.4972953216374268,-0.40628445507005945,-0.40628445507005945,-0.1747937894226107,-0.1747937894226107,1.0410756056455683,1.0410756056455683,-0.1,0.1,0.1,0
38,1,0.28948866448283145,0.5923076923076923,0.493091168091168,-0.4129104652117645,-0.40628445507005945,-0.1675084175084177,-0.1747937894226107,1.0460479631071011,1.0410756056455683,-0.13977885969226236,0.15300808113364042,0.08542925617161398,0
38,2,0.28948866448283145,0.5923076923076923,0.493091168091168,-0.4129104652117645,-0.4129104652117645,-0.1675084175084177,-0.1675084175084177,1.0460479631071011,1.0460479631071011,-0.1,0.1,0.1,0
39,0,0.2969243419993082,0.6025,0.49659722222222225,-0.4020821528751171,-0.4129104652117645,-0.17577224527431998,-0.1675084175084177,1.0291364323420942,1.0460479631071011,-0.0661769384699861,0.07834337532670524,0.1661106221272183,2
39,1,0.2969243419993082,0.6025,0.49659722222222225,-0.4020821528751171,-0.4020821528751171,-0.17577224527431998,-0.17577224527431998,1.0291364323420942,1.0291364323420942,-0.1,0.1,0.1,0
39,2,0.2969243419993082,0.6025,0.49659722222222225,-0.4020821528751171,-0.4020821528751171,-0.17577224527431998,-0.17577224527431998,1.0291364323420942,1.0291364323420942,-0.1,0.1,0.1,0
40,0,0.2986098050043331,0.6073170731707318,0.4987127371273713,-0.4012388640315234,-0.4020821528751171,-0.17882641677822408,-0.17577224527431998,1.0338149082610302,1.0291364323420942,-0.137427807351488,0.09831342231281262,0.12443337203123286,2
40,1,0.3067114818763544,0.6166666666666667,0.503505291005291,-0.39084754945875755,-0.4012388640315234,-0.18350493350493363,-0.17882641677822408,1.0105757466075742,1.0338149082610302,-0.05352167669308808,0.07921737085446826,0.13742813381367638,2
40,2,0.3097036523677306,0.6255813953488373,0.5034237726098191,-0.38480526900391754,-0.39084754945875755,-0.19527054935976884,-0.18350493350493363,1.0199354788559134,1.0105757466075742,-0.17487785798671354,0.08791543909031999,0.19412492683868166,2
41,0,0.3031263603749111,0.615909090909091,0.5033459595959596,-0.3977773048615839,-0.38480526900391754,-0.18275932759327596,-0.19527054935976884,1.0318559235406832,1.0199354788559134,-0.19536355747815862,0.20377628686133098,0.07497755646701423,0
41,1,0.3041332420607042,0.6244444444444445,0.4988271604938272,-0.39030336327392556,-0.3977773048615839,-0.20116646896006324,-0.18275932759327596,1.0531936601649319,1.0318559235406832,-0.27070189299398917,0.0850521168246833,0.24725713093429824,2
41,2,0.3041332420607042,0.6244444444444445,0.4988271604938272,-0.39030336327392556,-0.39030336327392556,-0.20116646896006324,-0.20116646896006324,1.0531936601649319,1.0531936601649319,-0.1,0.1,0.1,0
42,0,0.29793192611647606,0.6130434782608696,0.48798309178743965,-0.3894626040726589,-0.39030336327392556,-0.20399921197793533,-0.20116646896006324,1.0576629240506474,1.0531936601649319,-0.13575411108572447,0.09831848159746673,0.12266194414297674,2
42,1,0.29793192611647606,0.6130434782608696,0.48798309178743965,-0.3894626040726589,-0.3894626040726589,-0.20399921197793533,-0.20399921197793533,1.0576629240506474,1.0576629240506474,-0.1,0.1,0.1,0
42,2,0.29793192611647606,0.6130434782608696,0.48798309178743965,-0.3894626040726589,-0.3894626040726589,-0.20399921197793533,-0.20399921197793533,1.0576629240506474,1.0576629240506474,-0.1,0.1,0.1,0
43,0,0.29793192611647606,0.6130434782608696,0.48798309178743965,-0.3894626040726589,-0.3894626040726589,-0.20399921197793533,-0.20399921197793533,1.0576629240506474,1.0576629240506474,-0.1,0.1,0.1,0
43,1,0.29793192611647606,0.6130434782608696,0.48798309178743965,-0.3894626040726589,-0.3894626040726589,-0.20399921197793533,-0.20399921197793533,1.0576629240506474,1.0576629240506474,-0.1,0.1,0.1,0
43,2,0.29793192611647606,0.6130434782608696,0.48798309178743965,-0.3894626040726589,-0.3894626040726589,-0.20399921197793533,-0.20399921197793533,1.0576629240506474,1.0576629240506474,-0.1,0.1,0.1,0
