1,0,43
2,1,48
3,2,55
4,0,45
5,1,49
6,2,56
7,0,43
8,1,42
9,2,45
10,0,37
11,1,39
12,2,42
13,0,28
14,1,22
15,2,42
16,0,37
17,1,39
18,2,46
19,0,66
20,1,41
21,2,51
22,0,38
23,1,47
24,2,48
25,0,43
26,1,36
27,2,44
28,0,40
29,1,47
30,2,56
31,0,42
32,1,28
33,2,28
34,0,45
35,1,34
36,2,57
37,0,45
38,1,37
39,2,28
40,0,53
41,1,51
42,2,32
43,0,48
44,1,58
45,2,44
46,0,45
47,1,32
48,2,38
49,0,48
50,1,40
51,2,49
52,0,43
53,1,36
54,2,50
55,0,39
56,1,47
57,2,33
58,0,46
59,1,29
60,2,43
61,0,33
62,1,42
63,2,49
64,0,47
65,1,33
66,2,51
67,0,23
68,1,41
69,2,37
70,0,50
71,1,54
72,2,38
73,0,48
74,1,49
75,2,51
76,0,24
77,1,50
78,2,41
79,0,63
80,1,38
81,2,31
82,0,34
83,1,33
84,2,49
85,0,30
86,1,39
87,2,60
88,0,47
89,1,49
90,2,39
91,0,39
92,1,56
93,2,38
94,0,37
95,1,23
96,2,32
97,0,43
98,1,30
99,2,44
100,0,52
101,1,35
102,2,40
103,0,35
104,1,25
105,2,19
106,0,43
107,1,52
108,2,39
109,0,51
110,1,43
111,2,53
112,0,36
113,1,54
114,2,44
115,0,43
116,1,34
117,2,43
118,0,32
119,1,48
120,2,38
121,0,40
122,1,45
123,2,38
124,0,42
125,1,48
126,2,48
127,0,44
128,1,38
129,2,39
130,0,38
131,1,44
132,2,37
133,0,42
134,1,34
135,2,46
136,0,49
137,1,43
138,2,45
139,0,46
140,1,51
141,2,48
142,0,33
143,1,50
144,2,54
145,0,32
146,1,36
147,2,40
148,0,38
149,1,41
150,2,41
151,0,47
152,1,41
153,2,49
154,0,39
155,1,48
156,2,40
157,0,52
158,1,54
159,2,48
160,0,52
161,1,45
162,2,52
163,0,43
164,1,33
165,2,48
166,0,36
167,1,37
168,2,45
169,0,45
170,1,46
171,2,54
172,0,48
173,1,44
174,2,38
175,0,31
176,1,45
177,2,39
178,0,39
179,1,34
180,2,56
181,0,33
182,1,33
183,2,48
184,0,31
185,1,40
186,2,37
187,0,42
188,1,32
189,2,42
190,0,38
191,1,36
192,2,37
193,0,42
194,1,31
195,2,34
196,0,39
197,1,33
198,2,35
199,0,45
200,1,46
201,2,42
202,0,41
203,1,44
204,2,44
205,0,41
206,1,23
207,2,49
208,0,50
209,1,41
210,2,49
211,0,45
212,1,42
213,2,39
214,0,34
215,1,53
216,2,39
217,0,26
218,1,40
219,2,39
220,0,32
221,1,34
222,2,50
223,0,29
224,1,36
225,2,41
226,0,43
227,1,56
228,2,42
229,0,42
230,1,41
231,2,61
232,0,46
233,1,44
234,2,43
235,0,39
236,1,35
237,2,47
238,0,38
239,1,55
240,2,46
241,0,53
242,1,47
243,2,34
244,0,44
245,1,40
246,2,41
247,0,51
248,1,52
249,2,33
250,0,38
251,1,43
252,2,32
253,0,37
254,1,33
255,2,39
256,0,38
257,1,41
258,2,29
259,0,42
260,1,43
261,2,47
262,0,40
263,1,33
264,2,37
265,0,25
266,1,40
267,2,30
268,0,35
269,1,35
270,2,30
271,0,38
272,1,35
273,2,41
274,0,36
275,1,47
276,2,44
277,0,35
278,1,36
279,2,36
280,0,29
281,1,27
282,2,27
283,0,37
284,1,46
285,2,41
286,0,39
287,1,32
288,2,35
289,0,35
290,1,49
291,2,46
292,0,42
293,1,45
294,2,39
295,0,42
296,1,38
297,2,38
298,0,43
299,1,40
300,2,44
301,0,29
302,1,37
303,2,48
304,0,34
305,1,53
306,2,50
307,0,38
308,1,37
309,2,39
310,0,51
311,1,45
312,2,34
313,0,34
314,1,41
315,2,53
316,0,45
317,1,37
318,2,36
319,0,41
320,1,42
321,2,49
322,0,34
323,1,42
324,2,34
325,0,53
326,1,48
327,2,47
328,0,29
329,1,30
330,2,39
331,0,47
332,1,39
333,2,22
334,0,29
335,1,27
336,2,26
337,0,35
338,1,38
339,2,32
340,0,48
341,1,39
342,2,57
343,0,43
344,1,41
345,2,44
346,0,39
347,1,35
348,2,40
349,0,48
350,1,42
351,2,32
352,0,48
353,1,47
354,2,45
355,0,42
356,1,43
357,2,52
358,0,58
359,1,36
360,2,39
361,0,43
362,1,39
363,2,40
364,0,36
365,1,41
366,2,45
367,0,47
368,1,54
369,2,43
370,0,50
371,1,36
372,2,35
373,0,33
374,1,42
375,2,43
376,0,39
377,1,36
378,2,35
379,0,53
380,1,40
381,2,35
382,0,41
383,1,61
384,2,36
385,0,34
386,1,39
387,2,38
388,0,36
389,1,32
390,2,39
391,0,42
392,1,37
393,2,50
394,0,48
395,1,49
396,2,45
397,0,37
398,1,31
399,2,31
400,0,36
401,1,54
402,2,41
403,0,44
404,1,40
405,2,35
406,0,30
407,1,41
408,2,29
409,0,39
410,1,28
411,2,47
412,0,31
413,1,47
414,2,31
415,0,39
416,1,50
417,2,46
418,0,39
419,1,33
420,2,48
421,0,51
422,1,39
423,2,44
424,0,36
425,1,45
426,2,44
427,0,40
428,1,53
429,2,44
430,0,28
431,1,39
432,2,47
433,0,27
434,1,47
435,2,45
436,0,34
437,1,39
438,2,41
439,0,42
440,1,44
441,2,46
442,0,53
443,1,36
444,2,39
445,0,39
446,1,35
447,2,41
448,0,36
449,1,43
450,2,36
451,0,26
452,1,45
453,2,35
454,0,29
455,1,48
456,2,52
457,0,41
458,1,48
459,2,33
460,0,44
461,1,44
462,2,48
463,0,32
464,1,26
465,2,48
466,0,41
467,1,41
468,2,32
469,0,33
470,1,34
471,2,42
472,0,34
473,1,48
474,2,35
475,0,41
476,1,56
477,2,45
478,0,48
479,1,17
480,2,52
481,0,29
482,1,42
483,2,39
484,0,33
485,1,42
486,2,30
487,0,48
488,1,45
489,2,37
490,0,27
491,1,33
492,2,36
493,0,35
494,1,22
495,2,44
496,0,33
497,1,37
498,2,42
499,0,33
500,1,30
501,2,45
502,0,37
503,1,36
504,2,24
505,0,50
506,1,47
507,2,27
508,0,31
509,1,58
510,2,42
511,0,40
