Step,Agent_ID,Action
78,1,96
78,2,20
79,0,85
79,1,9
79,2,76
80,0,36
80,1,32
80,2,41
81,0,7
81,1,36
81,2,51
82,0,93
82,1,90
82,2,58
83,0,99
83,1,90
83,2,53
84,0,94
84,1,60
84,2,16
85,0,24
85,1,80
85,2,48
86,0,100
86,1,87
86,2,44
87,0,14
87,1,6
87,2,24
88,0,71
88,1,91
88,2,78
89,0,96
89,1,46
89,2,6
90,0,71
90,1,37
90,2,12
91,0,51
91,1,81
91,2,6
92,0,30
92,1,98
92,2,92
93,0,4
93,1,64
93,2,84
94,0,28
94,1,5
94,2,5
95,0,60
95,1,85
95,2,82
96,0,78
96,1,7
96,2,65
97,0,22
97,1,57
97,2,47
98,0,86
98,1,22
98,2,78
99,0,5
99,1,96
99,2,77
100,0,78
100,1,28
100,2,52
101,0,97
101,1,57
101,2,0
102,0,49
102,1,23
102,2,64
103,0,88
103,1,6
103,2,44
104,0,12
104,1,3
104,2,40
105,0,27
105,1,90
105,2,22
106,0,69
106,1,19
106,2,42
107,0,20
107,1,36
107,2,64
108,0,87
108,1,62
108,2,99
109,0,76
109,1,102
109,2,96
110,0,95
110,1,44
110,2,34
111,0,76
111,1,64
111,2,26
112,0,21
112,1,51
112,2,77
113,0,12
113,1,15
113,2,38
114,0,84
114,1,0
114,2,80
115,0,3
115,1,38
115,2,9
116,0,40
116,1,79
116,2,28
117,0,65
117,1,77
117,2,29
118,0,92
118,1,20
118,2,11
119,0,27
119,1,82
119,2,32
120,0,95
120,1,81
120,2,1
121,0,62
121,1,48
121,2,24
122,0,32
122,1,60
122,2,21
123,0,10
123,1,40
123,2,101
124,0,97
124,1,48
124,2,39
125,0,65
125,1,38
125,2,0
126,0,58
126,1,38
126,2,54
127,0,44
127,1,69
127,2,0
128,0,11
128,1,102
128,2,48
129,0,42
129,1,68
129,2,40
130,0,49
130,1,85
130,2,68
131,0,33
131,1,91
131,2,64
132,0,4
132,1,13
132,2,81
133,0,69
133,1,53
133,2,62
134,0,65
134,1,39
134,2,79
135,0,2
135,1,49
135,2,59
136,0,6
136,1,68
136,2,17
137,0,24
137,1,49
137,2,27
138,0,80
138,1,51
138,2,84
139,0,49
139,1,43
139,2,90
140,0,82
140,1,21
140,2,74
141,0,72
141,1,46
141,2,99
142,0,85
142,1,29
142,2,58
143,0,81
143,1,24
143,2,102
144,0,14
144,1,100
144,2,7
145,0,38
145,1,92
145,2,41
146,0,38
146,1,102
146,2,32
147,0,94
147,1,43
147,2,71
148,0,59
148,1,6
148,2,26
149,0,78
149,1,93
149,2,83
150,0,69
150,1,79
150,2,20
151,0,42
151,1,13
151,2,82
152,0,59
152,1,66
152,2,70
153,0,70
153,1,25
153,2,94
154,0,30
154,1,33
154,2,82
155,0,88
155,1,33
155,2,48
156,0,83
156,1,1
156,2,20
157,0,88
157,1,59
157,2,31
158,0,89
158,1,83
158,2,72
159,0,83
159,1,87
159,2,61
160,0,23
160,1,58
160,2,93
161,0,33
161,1,62
161,2,10
162,0,76
162,1,70
162,2,20
163,0,67
163,1,23
163,2,33
164,0,51
164,1,79
164,2,99
165,0,72
165,1,92
165,2,4
166,0,30
166,1,33
166,2,46
167,0,2
167,1,6
167,2,64
168,0,29
168,1,94
168,2,77
169,0,13
169,1,78
169,2,5
170,0,87
170,1,94
170,2,88
171,0,66
171,1,98
171,2,30
172,0,47
172,1,14
172,2,12
173,0,55
173,1,71
173,2,22
174,0,31
174,1,93
174,2,96
175,0,2
175,1,76
175,2,15
176,0,84
176,1,47
176,2,92
177,0,78
177,1,7
177,2,19
178,0,3
178,1,2
178,2,35
179,0,99
179,1,32
179,2,26
180,0,57
180,1,72
180,2,90
181,0,82
181,1,23
181,2,33
182,0,6
182,1,56
182,2,4
183,0,51
183,1,1
183,2,82
184,0,18
184,1,79
184,2,33
185,0,60
185,1,18
185,2,101
186,0,55
186,1,50
186,2,30
187,0,33
187,1,1
187,2,5
188,0,62
188,1,79
188,2,99
189,0,37
189,1,78
189,2,101
190,0,45
190,1,23
190,2,60
191,0,30
191,1,42
191,2,92
192,0,93
192,1,80
192,2,70
193,0,68
193,1,35
193,2,69
194,0,10
194,1,73
194,2,1
195,0,100
195,1,96
195,2,20
196,0,44
196,1,35
196,2,48
197,0,24
197,1,66
197,2,21
198,0,79
198,1,89
198,2,50
199,0,93
199,1,21
199,2,92
200,0,11
200,1,102
200,2,16
201,0,68
201,1,80
201,2,11
202,0,75
202,1,43
202,2,100
203,0,80
203,1,49
203,2,8
204,0,50
204,1,14
204,2,8
205,0,94
205,1,65
205,2,45
206,0,14
206,1,18
206,2,64
207,0,61
207,1,66
207,2,17
208,0,3
208,1,93
208,2,34
209,0,2
209,1,89
209,2,61
210,0,77
210,1,33
210,2,59
211,0,35
211,1,7
211,2,9
212,0,63
212,1,72
212,2,62
213,0,22
213,1,6
213,2,81
214,0,27
214,1,52
214,2,63
215,0,98
215,1,50
215,2,8
216,0,27
216,1,95
216,2,71
217,0,24
217,1,29
217,2,73
218,0,60
218,1,31
218,2,29
219,0,22
219,1,73
219,2,98
220,0,24
220,1,57
220,2,5
221,0,73
221,1,37
221,2,43
222,0,75
222,1,39
222,2,49
223,0,84
223,1,47
223,2,79
224,0,3
224,1,5
224,2,10
225,0,31
225,1,37
225,2,47
226,0,43
226,1,69
226,2,73
227,0,59
227,1,67
227,2,73
228,0,43
228,1,17
228,2,75
229,0,18
229,1,10
229,2,25
230,0,65
230,1,52
230,2,19
231,0,40
231,1,90
231,2,99
232,0,70
232,1,67
232,2,5
233,0,54
233,1,88
233,2,92
234,0,27
234,1,88
234,2,11
235,0,53
235,1,11
235,2,92
236,0,16
236,1,84
236,2,31
237,0,65
237,1,83
237,2,3
238,0,49
238,1,52
238,2,101
239,0,84
239,1,17
239,2,20
240,0,36
240,1,37
240,2,24
241,0,16
241,1,53
241,2,6
242,0,94
242,1,76
242,2,4
243,0,7
243,1,86
243,2,0
244,0,11
244,1,38
244,2,17
245,0,10
245,1,51
245,2,46
246,0,37
246,1,48
246,2,8
247,0,69
247,1,20
247,2,84
248,0,14
248,1,17
248,2,16
249,0,14
249,1,80
249,2,17
250,0,27
250,1,92
250,2,78
251,0,31
251,1,75
251,2,76
252,0,29
252,1,44
252,2,62
253,0,69
253,1,30
253,2,78
254,0,38
254,1,93
254,2,27
255,0,45
255,1,82
255,2,1
256,0,6
256,1,2
256,2,93
257,0,66
257,1,54
257,2,51
258,0,20
258,1,64
258,2,102
259,0,7
259,1,52
259,2,43
260,0,69
260,1,99
260,2,12
261,0,102
261,1,69
261,2,85
262,0,29
262,1,28
262,2,57
263,0,88
263,1,38
263,2,8
264,0,69
264,1,40
264,2,101
265,0,26
265,1,25
265,2,77
266,0,61
266,1,23
266,2,52
267,0,36
267,1,95
267,2,8
268,0,34
268,1,60
268,2,95
269,0,16
269,1,67
269,2,24
270,0,68
270,1,0
270,2,18
271,0,47
271,1,51
271,2,11
272,0,49
272,1,70
272,2,44
273,0,46
273,1,90
273,2,80
274,0,99
274,1,58
274,2,3
275,0,45
275,1,51
275,2,81
276,0,91
276,1,56
276,2,61
277,0,19
277,1,63
277,2,96
278,0,90
278,1,101
278,2,56
279,0,43
279,1,83
279,2,82
280,0,102
280,1,49
280,2,21
281,0,29
281,1,83
281,2,58
282,0,101
282,1,39
282,2,47
283,0,12
283,1,93
283,2,56
284,0,75
284,1,95
284,2,101
285,0,92
285,1,95
285,2,102
286,0,25
286,1,44
286,2,26
287,0,62
287,1,3
287,2,70
288,0,24
288,1,58
288,2,34
289,0,9
289,1,101
289,2,45
290,0,46
290,1,99
290,2,12
291,0,66
291,1,60
291,2,18
292,0,92
292,1,45
292,2,0
293,0,40
293,1,83
293,2,70
294,0,19
294,1,4
294,2,4
295,0,23
295,1,1
295,2,38
296,0,22
296,1,19
296,2,25
297,0,79
297,1,57
297,2,70
298,0,83
298,1,51
298,2,69
299,0,82
299,1,74
299,2,46
300,0,101
300,1,91
300,2,50
301,0,64
301,1,93
301,2,79
302,0,89
302,1,13
302,2,44
303,0,22
303,1,1
303,2,97
304,0,65
304,1,61
304,2,33
305,0,12
305,1,85
305,2,80
306,0,7
306,1,29
306,2,3
307,0,5
307,1,40
307,2,7
308,0,5
308,1,65
308,2,55
309,0,72
309,1,40
309,2,6
310,0,46
310,1,75
310,2,19
311,0,30
311,1,87
311,2,101
312,0,16
312,1,44
312,2,17
313,0,49
313,1,12
313,2,92
314,0,29
314,1,91
314,2,62
315,0,86
315,1,11
315,2,17
316,0,27
316,1,71
316,2,40
317,0,84
317,1,26
317,2,51
318,0,28
318,1,6
318,2,81
319,0,96
319,1,28
319,2,91
320,0,26
320,1,44
320,2,72
321,0,79
321,1,60
321,2,72
322,0,14
322,1,42
322,2,35
323,0,24
323,1,82
323,2,51
324,0,41
324,1,82
324,2,56
325,0,90
325,1,32
325,2,17
326,0,43
326,1,58
326,2,75
327,0,49
327,1,79
327,2,24
328,0,21
328,1,90
328,2,78
329,0,34
329,1,26
329,2,65
330,0,36
330,1,5
330,2,50
331,0,69
331,1,81
331,2,16
332,0,52
332,1,17
332,2,53
333,0,1
333,1,18
333,2,12
334,0,53
334,1,96
334,2,53
335,0,17
335,1,11
335,2,35
336,0,37
336,1,65
336,2,57
337,0,17
337,1,61
337,2,96
338,0,11
338,1,45
338,2,53
339,0,71
339,1,49
339,2,71
340,0,102
340,1,52
340,2,67
341,0,35
341,1,10
341,2,65
342,0,31
342,1,86
342,2,68
343,0,27
343,1,80
343,2,23
344,0,12
344,1,64
344,2,57
345,0,85
345,1,2
345,2,84
346,0,40
346,1,14
346,2,83
347,0,43
347,1,57
347,2,83
348,0,58
348,1,84
348,2,74
349,0,86
349,1,82
349,2,76
350,0,8
350,1,20
350,2,24
351,0,85
351,1,20
351,2,101
352,0,29
352,1,0
352,2,101
353,0,44
353,1,2
353,2,17
354,0,50
354,1,61
354,2,97
355,0,84
355,1,19
355,2,33
356,0,71
356,1,82
356,2,7
357,0,96
357,1,29
357,2,54
358,0,78
358,1,14
358,2,17
359,0,35
359,1,24
359,2,49
360,0,90
360,1,54
360,2,72
361,0,62
361,1,88
361,2,12
362,0,86
362,1,32
362,2,0
363,0,68
363,1,96
363,2,10
364,0,71
364,1,22
364,2,18
365,0,66
365,1,31
365,2,92
366,0,92
366,1,44
366,2,8
367,0,39
367,1,90
367,2,21
368,0,40
368,1,98
368,2,83
369,0,47
369,1,71
369,2,74
370,0,70
370,1,69
370,2,55
371,0,39
371,1,44
371,2,83
372,0,7
372,1,45
372,2,44
373,0,84
373,1,73
373,2,101
374,0,73
374,1,100
374,2,82
375,0,50
375,1,72
375,2,64
376,0,43
376,1,90
376,2,32
377,0,72
377,1,34
377,2,41
378,0,89
378,1,100
378,2,53
379,0,46
379,1,89
379,2,68
380,0,18
380,1,96
380,2,99
381,0,85
381,1,28
381,2,98
382,0,43
382,1,100
382,2,88
383,0,45
383,1,75
383,2,49
384,0,76
384,1,22
384,2,8
385,0,25
385,1,23
385,2,99
386,0,53
386,1,96
386,2,51
387,0,39
387,1,6
387,2,76
388,0,2
388,1,62
388,2,51
389,0,75
389,1,50
389,2,14
390,0,81
390,1,23
390,2,59
391,0,8
391,1,19
391,2,99
392,0,63
392,1,44
392,2,73
393,0,65
393,1,101
393,2,48
394,0,100
394,1,58
394,2,43
395,0,66
395,1,18
395,2,91
396,0,21
396,1,37
396,2,15
397,0,34
397,1,44
397,2,29
398,0,93
398,1,33
398,2,99
399,0,63
399,1,60
399,2,53
400,0,98
400,1,82
400,2,8
401,0,11
401,1,54
401,2,78
402,0,87
402,1,81
402,2,59
403,0,47
403,1,38
403,2,8
404,0,18
404,1,53
404,2,80
405,0,78
405,1,13
405,2,69
406,0,63
406,1,34
406,2,8
407,0,11
407,1,60
407,2,96
408,0,2
408,1,92
408,2,50
409,0,17
409,1,70
409,2,83
410,0,2
410,1,24
410,2,89
411,0,58
411,1,52
411,2,100
412,0,99
412,1,7
412,2,92
413,0,33
413,1,68
413,2,26
414,0,79
414,1,98
414,2,100
415,0,66
415,1,68
415,2,11
416,0,53
416,1,71
416,2,73
417,0,89
417,1,70
417,2,46
418,0,32
418,1,68
418,2,75
419,0,48
419,1,29
419,2,28
420,0,78
420,1,79
420,2,56
421,0,53
421,1,97
421,2,101
422,0,9
422,1,29
422,2,69
423,0,81
423,1,38
423,2,19
424,0,39
424,1,13
424,2,23
425,0,16
425,1,19
425,2,82
426,0,45
426,1,37
426,2,98
427,0,100
427,1,50
427,2,30
428,0,46
428,1,52
428,2,65
429,0,89
429,1,34
429,2,31
430,0,32
430,1,24
430,2,28
431,0,102
431,1,43
431,2,91
432,0,75
432,1,8
432,2,29
433,0,67
433,1,62
433,2,98
434,0,18
434,1,65
434,2,21
435,0,21
435,1,11
435,2,93
436,0,41
436,1,43
436,2,13
437,0,96
437,1,23
437,2,43
438,0,98
438,1,8
438,2,99
439,0,75
439,1,0
439,2,24
440,0,59
440,1,81
440,2,52
441,0,53
441,1,51
441,2,7
442,0,77
442,1,49
442,2,50
443,0,67
443,1,2
443,2,38
444,0,60
444,1,84
444,2,79
445,0,94
445,1,102
445,2,22
446,0,7
446,1,42
446,2,31
447,0,42
447,1,4
447,2,7
448,0,65
448,1,19
448,2,37
449,0,24
449,1,53
449,2,84
450,0,90
450,1,43
450,2,56
451,0,47
451,1,62
451,2,86
452,0,1
452,1,40
452,2,40
453,0,95
453,1,4
453,2,91
454,0,1
454,1,3
454,2,27
455,0,2
455,1,25
455,2,32
456,0,71
456,1,8
456,2,2
457,0,58
457,1,87
457,2,17
458,0,26
458,1,47
458,2,95
459,0,75
459,1,71
459,2,60
460,0,63
460,1,90
460,2,38
461,0,73
461,1,38
461,2,12
462,0,4
462,1,43
462,2,61
463,0,29
463,1,83
463,2,88
464,0,89
464,1,46
464,2,43
465,0,29
465,1,88
465,2,22
466,0,48
466,1,30
466,2,53
467,0,84
467,1,79
467,2,32
468,0,70
468,1,84
468,2,67
469,0,67
469,1,7
469,2,40
470,0,33
470,1,16
470,2,90
471,0,70
471,1,98
471,2,16
472,0,4
472,1,9
472,2,98
473,0,50
473,1,14
473,2,84
474,0,10
474,1,54
474,2,15
475,0,4
475,1,30
475,2,14
476,0,80
476,1,102
476,2,86
477,0,35
477,1,14
477,2,40
478,0,6
478,1,59
478,2,18
479,0,5
479,1,58
479,2,15
480,0,96
480,1,39
480,2,15
481,0,36
481,1,55
481,2,96
482,0,19
482,1,33
482,2,25
483,0,2
483,1,54
483,2,80
484,0,22
484,1,18
484,2,83
485,0,47
485,1,50
485,2,82
486,0,68
486,1,38
486,2,71
487,0,82
487,1,84
487,2,44
488,0,53
488,1,102
488,2,56
489,0,62
489,1,5
489,2,27
490,0,84
490,1,74
490,2,85
491,0,59
491,1,67
491,2,41
492,0,83
492,1,2
492,2,33
493,0,78
493,1,92
493,2,8
494,0,7
494,1,64
494,2,19
495,0,27
495,1,80
495,2,1
496,0,94
496,1,5
496,2,73
497,0,21
497,1,7
497,2,27
498,0,39
498,1,66
498,2,23
499,0,71
499,1,33
499,2,5
500,0,31
500,1,68
500,2,20
501,0,66
501,1,74
501,2,78
502,0,99
502,1,49
502,2,100
503,0,36
503,1,94
503,2,90
504,0,22
504,1,98
504,2,19
505,0,96
505,1,66
505,2,51
506,0,6
506,1,57
506,2,68
507,0,3
507,1,38
507,2,69
508,0,95
508,1,12
508,2,76
509,0,66
509,1,58
509,2,98
510,0,87
510,1,18
510,2,47
511,0,65
511,1,59
511,2,26
512,0,44
512,1,5
512,2,12
513,0,62
513,1,5
513,2,64
514,0,85
514,1,27
514,2,12
515,0,72
515,1,83
515,2,81
516,0,89
516,1,85
516,2,72
517,0,78
517,1,42
517,2,36
518,0,80
518,1,10
518,2,86
519,0,20
519,1,100
519,2,75
520,0,53
520,1,10
520,2,97
521,0,40
521,1,39
521,2,73
522,0,56
522,1,18
522,2,30
523,0,64
523,1,61
523,2,98
524,0,45
524,1,71
524,2,68
525,0,16
525,1,39
525,2,4
526,0,54
526,1,77
526,2,34
527,0,18
527,1,73
527,2,102
528,0,78
528,1,4
528,2,6
529,0,68
529,1,5
529,2,90
530,0,40
530,1,37
530,2,97
531,0,18
531,1,23
531,2,37
532,0,8
532,1,9
532,2,57
533,0,97
533,1,22
533,2,7
534,0,2
534,1,97
534,2,29
535,0,52
535,1,88
535,2,100
536,0,59
536,1,41
536,2,52
537,0,98
537,1,36
537,2,59
538,0,51
538,1,61
538,2,98
539,0,28
539,1,98
539,2,19
540,0,3
540,1,61
540,2,77
541,0,48
541,1,7
541,2,53
542,0,96
542,1,45
542,2,97
543,0,97
543,1,57
543,2,8
544,0,11
544,1,32
544,2,52
545,0,93
545,1,77
545,2,53
546,0,91
546,1,25
546,2,12
547,0,66
547,1,70
547,2,84
548,0,45
548,1,16
548,2,100
549,0,48
549,1,82
549,2,44
550,0,75
550,1,65
550,2,54
551,0,16
551,1,70
551,2,52
552,0,32
552,1,46
552,2,90
553,0,53
553,1,54
553,2,82
554,0,79
554,1,97
554,2,71
555,0,25
555,1,92
555,2,3
556,0,83
556,1,44
556,2,77
557,0,43
557,1,35
557,2,34
558,0,63
558,1,26
558,2,22
559,0,96
559,1,81
559,2,27
560,0,71
560,1,100
560,2,33
561,0,23
561,1,49
561,2,52
562,0,58
562,1,44
562,2,89
563,0,88
563,1,81
563,2,9
564,0,4
564,1,24
564,2,91
565,0,44
565,1,41
565,2,50
566,0,25
566,1,9
566,2,89
567,0,77
567,1,81
567,2,21
568,0,79
568,1,35
568,2,55
569,0,59
569,1,30
569,2,80
570,0,67
570,1,39
570,2,22
571,0,99
571,1,69
571,2,32
572,0,45
572,1,17
572,2,16
573,0,71
573,1,34
573,2,99
574,0,28
574,1,45
574,2,60
575,0,25
575,1,99
575,2,7
576,0,41
576,1,23
576,2,59
577,0,61
577,1,96
577,2,92
578,0,32
578,1,80
578,2,28
579,0,88
579,1,39
579,2,57
580,0,6
580,1,74
580,2,47
581,0,36
581,1,93
581,2,72
582,0,0
582,1,6
582,2,10
583,0,20
583,1,31
583,2,17
584,0,2
584,1,34
584,2,75
585,0,14
585,1,50
585,2,62
586,0,79
586,1,87
586,2,73
587,0,71
587,1,6
587,2,89
588,0,77
588,1,95
588,2,36
589,0,88
589,1,68
589,2,100
590,0,8
590,1,51
590,2,65
591,0,67
591,1,47
591,2,100
592,0,83
592,1,37
592,2,101
593,0,10
593,1,20
593,2,38
594,0,21
594,1,21
594,2,88
595,0,2
595,1,46
595,2,99
596,0,75
596,1,27
596,2,86
597,0,0
597,1,82
597,2,3
598,0,16
598,1,9
598,2,41
599,0,70
599,1,1
599,2,100
600,0,65
600,1,23
600,2,72
601,0,97
601,1,79
601,2,90
602,0,92
602,1,75
602,2,8
603,0,13
603,1,61
603,2,94
604,0,71
604,1,95
604,2,93
605,0,70
605,1,97
605,2,6
606,0,4
606,1,24
606,2,25
607,0,97
607,1,57
607,2,73
608,0,91
608,1,76
608,2,83
609,0,73
609,1,51
609,2,48
610,0,25
610,1,77
610,2,53
611,0,37
611,1,97
611,2,88
612,0,33
612,1,91
612,2,46
613,0,15
613,1,41
613,2,99
614,0,100
614,1,89
614,2,48
615,0,66
615,1,57
615,2,63
616,0,63
616,1,82
616,2,2
617,0,45
617,1,100
617,2,84
618,0,65
618,1,67
618,2,44
619,0,16
619,1,12
619,2,20
620,0,32
620,1,2
620,2,49
621,0,43
621,1,35
621,2,29
622,0,13
622,1,32
622,2,39
623,0,25
623,1,36
623,2,41
624,0,43
624,1,59
624,2,72
625,0,94
625,1,81
625,2,80
626,0,59
626,1,71
626,2,92
627,0,15
627,1,83
627,2,94
628,0,75
628,1,82
628,2,66
629,0,11
629,1,42
629,2,62
630,0,9
630,1,8
630,2,5
631,0,67
631,1,14
631,2,98
632,0,84
632,1,87
632,2,57
633,0,71
633,1,5
633,2,11
634,0,77
634,1,18
634,2,48
635,0,1
635,1,77
635,2,53
636,0,79
636,1,101
636,2,41
637,0,38
637,1,49
637,2,86
638,0,52
638,1,73
638,2,34
639,0,14
639,1,83
639,2,59
640,0,20
640,1,23
640,2,45
641,0,19
641,1,74
641,2,62
642,0,23
642,1,25
642,2,69
643,0,99
643,1,11
643,2,92
644,0,41
644,1,66
644,2,34
645,0,93
645,1,18
645,2,92
646,0,13
646,1,54
646,2,78
647,0,37
647,1,1
647,2,101
648,0,88
648,1,62
648,2,59
649,0,51
649,1,10
649,2,11
650,0,75
650,1,9
650,2,22
651,0,69
651,1,81
651,2,76
652,0,28
652,1,92
652,2,28
653,0,95
653,1,92
653,2,26
654,0,39
654,1,90
654,2,88
655,0,8
655,1,98
655,2,60
656,0,84
656,1,45
656,2,27
657,0,49
657,1,77
657,2,27
658,0,87
658,1,28
658,2,35
659,0,76
659,1,47
659,2,42
660,0,47
660,1,52
660,2,31
661,0,45
661,1,35
661,2,32
662,0,35
662,1,18
662,2,15
663,0,78
663,1,87
663,2,2
664,0,84
664,1,93
664,2,44
665,0,64
665,1,97
665,2,97
666,0,3
666,1,24
666,2,83
667,0,101
667,1,2
667,2,4
668,0,62
668,1,21
668,2,39
669,0,67
669,1,24
669,2,60
670,0,60
670,1,58
670,2,94
671,0,26
671,1,95
671,2,80
672,0,83
672,1,18
672,2,37
673,0,102
673,1,86
673,2,31
674,0,74
674,1,84
674,2,57
675,0,33
675,1,85
675,2,29
676,0,93
676,1,23
676,2,49
677,0,92
677,1,20
677,2,39
678,0,72
678,1,99
678,2,23
679,0,74
679,1,33
679,2,9
680,0,27
680,1,47
680,2,7
681,0,87
681,1,88
681,2,68
682,0,39
682,1,83
682,2,82
683,0,9
683,1,73
683,2,59
684,0,65
684,1,102
684,2,80
685,0,75
685,1,12
685,2,69
686,0,50
686,1,83
686,2,20
687,0,86
687,1,20
687,2,55
688,0,9
688,1,84
688,2,50
689,0,98
689,1,74
689,2,47
690,0,71
690,1,28
690,2,74
691,0,58
691,1,79
691,2,76
692,0,59
692,1,102
692,2,47
693,0,52
693,1,22
693,2,30
694,0,60
694,1,15
694,2,82
695,0,4
695,1,90
695,2,57
696,0,89
696,1,67
696,2,13
697,0,52
697,1,63
697,2,2
698,0,31
698,1,45
698,2,87
699,0,24
699,1,100
699,2,50
700,0,85
700,1,73
700,2,35
701,0,17
701,1,19
701,2,29
702,0,99
702,1,55
702,2,20
703,0,7
703,1,87
703,2,21
704,0,30
704,1,70
704,2,19
705,0,6
705,1,33
705,2,5
706,0,11
706,1,82
706,2,26
707,0,77
707,1,39
707,2,6
708,0,88
708,1,77
708,2,24
709,0,78
709,1,51
709,2,72
710,0,18
710,1,8
710,2,46
711,0,9
711,1,32
711,2,96
712,0,43
712,1,39
712,2,84
713,0,92
713,1,50
713,2,63
714,0,17
714,1,37
714,2,55
715,0,72
715,1,24
715,2,20
716,0,77
716,1,24
716,2,73
717,0,86
717,1,97
717,2,7
718,0,91
718,1,57
718,2,79
719,0,5
719,1,6
719,2,52
720,0,7
720,1,67
720,2,98
721,0,25
721,1,27
721,2,8
722,0,74
722,1,72
722,2,77
723,0,17
723,1,80
723,2,38
724,0,76
724,1,20
724,2,76
725,0,101
725,1,51
725,2,71
726,0,57
726,1,60
726,2,7
727,0,66
727,1,14
727,2,38
728,0,22
728,1,72
728,2,10
729,0,24
729,1,6
729,2,79
730,0,48
730,1,4
730,2,32
731,0,11
731,1,32
731,2,21
732,0,52
732,1,25
732,2,61
733,0,14
733,1,97
733,2,95
734,0,25
734,1,45
734,2,27
735,0,22
735,1,92
735,2,76
736,0,27
736,1,38
736,2,92
737,0,32
737,1,87
737,2,30
738,0,53
738,1,48
738,2,88
739,0,85
739,1,87
739,2,63
740,0,45
740,1,50
740,2,4
741,0,37
741,1,87
741,2,15
742,0,0
742,1,99
742,2,60
743,0,75
743,1,39
743,2,19
744,0,26
744,1,11
744,2,98
745,0,69
745,1,39
745,2,44
746,0,25
746,1,51
746,2,7
747,0,10
747,1,74
747,2,101
748,0,78
748,1,26
748,2,62
749,0,9
749,1,15
749,2,54
750,0,95
750,1,38
750,2,51
751,0,99
751,1,79
751,2,20
752,0,68
752,1,19
752,2,93
753,0,91
753,1,77
753,2,93
754,0,11
754,1,65
754,2,91
755,0,70
755,1,38
755,2,18
756,0,70
756,1,6
756,2,26
757,0,50
757,1,38
757,2,58
758,0,60
758,1,16
758,2,41
759,0,61
759,1,92
759,2,4
760,0,84
760,1,18
760,2,7
761,0,58
761,1,48
761,2,79
762,0,85
762,1,8
762,2,77
763,0,54
763,1,63
763,2,48
764,0,90
764,1,81
764,2,90
765,0,32
765,1,75
765,2,85
766,0,15
766,1,24
766,2,43
767,0,3
767,1,60
767,2,85
768,0,79
768,1,68
768,2,36
769,0,37
769,1,89
769,2,101
770,0,67
770,1,24
770,2,67
771,0,67
771,1,91
771,2,23
772,0,63
772,1,62
772,2,10
773,0,29
773,1,61
773,2,39
774,0,6
774,1,2
774,2,99
775,0,32
775,1,35
775,2,8
776,0,13
776,1,20
776,2,49
