Step,Agent_ID,Yard
122,2,52
123,0,14
123,1,1
123,2,91
124,0,62
124,1,6
124,2,41
125,0,27
125,1,6
125,2,30
126,0,52
126,1,100
126,2,18
127,0,23
127,1,89
127,2,83
128,0,44
128,1,55
128,2,44
129,0,38
129,1,35
129,2,14
130,0,38
130,1,32
130,2,7
131,0,1
131,1,78
131,2,60
132,0,81
132,1,62
132,2,52
133,0,72
133,1,100
133,2,41
134,0,38
134,1,33
134,2,76
135,0,39
135,1,83
135,2,15
136,0,5
136,1,58
136,2,98
137,0,78
137,1,40
137,2,20
138,0,84
138,1,77
138,2,79
139,0,53
139,1,8
139,2,59
140,0,3
140,1,31
140,2,67
141,0,12
141,1,72
141,2,38
142,0,71
142,1,74
142,2,89
143,0,82
143,1,32
143,2,6
144,0,71
144,1,72
144,2,9
145,0,67
145,1,54
145,2,14
146,0,6
146,1,29
146,2,32
147,0,36
147,1,71
147,2,99
148,0,2
148,1,73
148,2,85
149,0,38
149,1,61
149,2,79
150,0,30
150,1,5
150,2,47
151,0,68
151,1,10
151,2,8
152,0,34
152,1,28
152,2,29
153,0,1
153,1,27
153,2,22
154,0,30
154,1,3
154,2,34
155,0,75
155,1,58
155,2,13
156,0,67
156,1,42
156,2,6
157,0,31
157,1,57
157,2,89
158,0,26
158,1,96
158,2,91
159,0,45
159,1,58
159,2,39
160,0,75
160,1,47
160,2,78
161,0,27
161,1,68
161,2,12
162,0,19
162,1,9
162,2,29
163,0,63
163,1,81
163,2,34
164,0,97
164,1,38
164,2,60
165,0,26
165,1,62
165,2,8
166,0,9
166,1,35
166,2,57
167,0,44
167,1,18
167,2,63
168,0,31
168,1,84
168,2,17
169,0,53
169,1,8
169,2,96
170,0,78
170,1,63
170,2,63
171,0,95
171,1,101
171,2,30
172,0,61
172,1,56
172,2,61
173,0,1
173,1,90
173,2,81
174,0,90
174,1,11
174,2,93
175,0,83
175,1,60
175,2,59
176,0,1
176,1,0
176,2,94
177,0,45
177,1,58
177,2,89
178,0,71
178,1,57
178,2,21
179,0,75
179,1,7
179,2,77
180,0,7
180,1,17
180,2,96
181,0,28
181,1,31
181,2,93
182,0,4
182,1,9
182,2,99
183,0,99
183,1,66
183,2,59
184,0,91
184,1,80
184,2,75
185,0,30
185,1,4
185,2,84
186,0,33
186,1,14
186,2,15
187,0,62
187,1,37
187,2,77
188,0,73
188,1,60
188,2,54
189,0,100
189,1,49
189,2,21
190,0,48
190,1,33
190,2,39
191,0,17
191,1,28
191,2,2
192,0,83
192,1,67
192,2,63
193,0,22
193,1,21
193,2,77
194,0,84
194,1,7
194,2,78
195,0,26
195,1,87
195,2,56
196,0,27
196,1,4
196,2,91
197,0,75
197,1,90
197,2,60
198,0,58
198,1,63
198,2,56
199,0,22
199,1,79
199,2,84
200,0,44
200,1,38
200,2,76
201,0,36
201,1,47
201,2,98
202,0,79
202,1,3
202,2,13
203,0,93
203,1,30
203,2,73
204,0,35
204,1,96
204,2,21
205,0,40
205,1,37
205,2,81
206,0,88
206,1,20
206,2,55
207,0,7
207,1,96
207,2,28
208,0,87
208,1,10
208,2,20
209,0,94
209,1,92
209,2,27
210,0,37
210,1,101
210,2,67
211,0,85
211,1,2
211,2,71
212,0,46
212,1,6
212,2,58
213,0,70
213,1,15
213,2,36
214,0,16
214,1,48
214,2,15
215,0,95
215,1,2
215,2,42
216,0,60
216,1,89
216,2,31
217,0,46
217,1,16
217,2,53
218,0,27
218,1,38
218,2,81
219,0,1
219,1,49
219,2,31
220,0,35
220,1,39
220,2,69
221,0,17
221,1,55
221,2,89
222,0,7
222,1,3
222,2,64
223,0,34
223,1,101
223,2,44
224,0,43
224,1,50
224,2,56
225,0,83
225,1,15
225,2,45
226,0,60
226,1,78
226,2,69
227,0,23
227,1,55
227,2,40
228,0,17
228,1,68
228,2,55
229,0,22
229,1,27
229,2,28
230,0,34
230,1,78
230,2,0
231,0,81
231,1,0
231,2,31
232,0,7
232,1,98
232,2,21
233,0,91
233,1,33
233,2,32
234,0,77
234,1,73
234,2,76
235,0,13
235,1,32
235,2,20
236,0,90
236,1,64
236,2,59
237,0,50
237,1,86
237,2,40
238,0,90
238,1,86
238,2,9
239,0,56
239,1,45
239,2,42
240,0,14
240,1,67
240,2,87
241,0,23
241,1,0
241,2,22
242,0,97
242,1,41
242,2,17
243,0,60
243,1,76
243,2,35
244,0,64
244,1,43
244,2,52
245,0,65
245,1,33
245,2,19
246,0,39
246,1,11
246,2,43
247,0,30
247,1,64
247,2,34
248,0,58
248,1,1
248,2,23
249,0,71
249,1,91
249,2,31
250,0,32
250,1,58
250,2,1
251,0,101
251,1,72
251,2,46
252,0,43
252,1,86
252,2,101
253,0,99
253,1,100
253,2,58
254,0,77
254,1,47
254,2,48
255,0,69
255,1,49
255,2,76
256,0,62
256,1,24
256,2,51
257,0,88
257,1,25
257,2,14
258,0,28
258,1,74
258,2,48
259,0,25
259,1,92
259,2,47
260,0,87
260,1,87
260,2,78
261,0,100
261,1,91
261,2,57
262,0,98
262,1,27
262,2,27
263,0,14
263,1,61
263,2,22
264,0,51
264,1,32
264,2,41
265,0,52
265,1,81
265,2,23
266,0,26
266,1,75
266,2,39
267,0,74
267,1,6
267,2,30
268,0,70
268,1,15
268,2,30
269,0,15
269,1,70
269,2,26
270,0,69
270,1,68
270,2,77
271,0,65
271,1,73
271,2,70
272,0,67
272,1,64
272,2,89
273,0,83
273,1,58
273,2,14
274,0,65
274,1,84
274,2,22
275,0,38
275,1,64
275,2,17
276,0,11
276,1,101
276,2,56
277,0,45
277,1,94
277,2,68
278,0,43
278,1,60
278,2,62
279,0,54
279,1,5
279,2,24
280,0,100
280,1,12
280,2,15
281,0,52
281,1,98
281,2,93
282,0,15
282,1,39
282,2,25
283,0,64
283,1,53
283,2,90
284,0,60
284,1,24
284,2,55
285,0,72
285,1,78
285,2,30
286,0,69
286,1,50
286,2,30
287,0,90
287,1,83
287,2,99
288,0,9
288,1,25
288,2,59
289,0,74
289,1,82
289,2,5
290,0,48
290,1,98
290,2,59
291,0,50
291,1,86
291,2,37
292,0,66
292,1,87
292,2,7
293,0,50
293,1,30
293,2,15
294,0,21
294,1,69
294,2,49
295,0,50
295,1,61
295,2,87
296,0,49
296,1,50
296,2,88
297,0,0
297,1,16
297,2,3
298,0,64
298,1,95
298,2,25
299,0,48
299,1,95
299,2,76
300,0,8
300,1,99
300,2,61
301,0,88
301,1,55
301,2,63
302,0,32
302,1,25
302,2,8
303,0,27
303,1,62
303,2,4
304,0,8
304,1,25
304,2,25
305,0,4
305,1,60
305,2,97
306,0,54
306,1,46
306,2,24
307,0,35
307,1,95
307,2,89
308,0,2
308,1,93
308,2,26
309,0,87
309,1,72
309,2,21
310,0,100
310,1,95
310,2,88
311,0,9
311,1,65
311,2,68
312,0,75
312,1,22
312,2,82
313,0,29
313,1,19
313,2,43
314,0,67
314,1,25
314,2,94
315,0,80
315,1,59
315,2,12
316,0,69
316,1,57
316,2,93
317,0,5
317,1,32
317,2,53
318,0,34
318,1,9
318,2,28
319,0,14
319,1,13
319,2,22
320,0,32
320,1,50
320,2,24
321,0,84
321,1,41
321,2,75
322,0,42
322,1,65
322,2,26
323,0,56
323,1,76
323,2,72
324,0,26
324,1,40
324,2,61
325,0,47
325,1,54
325,2,50
326,0,49
326,1,93
326,2,19
327,0,91
327,1,48
327,2,41
328,0,23
328,1,10
328,2,49
329,0,27
329,1,35
329,2,15
330,0,44
330,1,11
330,2,40
331,0,35
331,1,7
331,2,41
332,0,89
332,1,82
332,2,58
333,0,13
333,1,10
333,2,55
334,0,69
334,1,33
334,2,0
335,0,76
335,1,31
335,2,96
336,0,86
336,1,39
336,2,93
337,0,46
337,1,46
337,2,73
338,0,62
338,1,55
338,2,76
339,0,59
339,1,96
339,2,78
340,0,64
340,1,90
340,2,29
341,0,69
341,1,75
341,2,42
342,0,98
342,1,81
342,2,29
343,0,3
343,1,82
343,2,52
344,0,40
344,1,14
344,2,44
345,0,81
345,1,89
345,2,29
346,0,2
346,1,34
346,2,94
347,0,51
347,1,23
347,2,44
348,0,1
348,1,43
348,2,64
349,0,28
349,1,87
349,2,6
350,0,6
350,1,37
350,2,75
351,0,81
351,1,68
351,2,39
352,0,84
352,1,3
352,2,21
353,0,11
353,1,13
353,2,38
354,0,88
354,1,56
354,2,81
355,0,76
355,1,55
355,2,52
356,0,71
356,1,54
356,2,51
357,0,67
357,1,67
357,2,45
358,0,55
358,1,32
358,2,82
359,0,65
359,1,63
359,2,19
360,0,0
360,1,60
360,2,45
361,0,79
361,1,30
361,2,69
362,0,32
362,1,43
362,2,34
363,0,97
363,1,90
363,2,59
364,0,75
364,1,78
364,2,42
365,0,68
365,1,99
365,2,47
366,0,10
366,1,37
366,2,64
367,0,36
367,1,55
367,2,29
368,0,72
368,1,53
368,2,99
369,0,45
369,1,1
369,2,15
370,0,46
370,1,25
370,2,86
371,0,50
371,1,72
371,2,94
372,0,7
372,1,92
372,2,8
373,0,6
373,1,62
373,2,53
374,0,55
374,1,7
374,2,37
375,0,55
375,1,52
375,2,85
376,0,35
376,1,86
376,2,28
377,0,86
377,1,47
377,2,94
378,0,28
378,1,3
378,2,78
379,0,57
379,1,31
379,2,14
380,0,84
380,1,69
380,2,67
381,0,100
381,1,75
381,2,62
382,0,29
382,1,61
382,2,2
383,0,55
383,1,18
383,2,60
384,0,49
384,1,20
384,2,56
385,0,74
385,1,62
385,2,25
386,0,37
386,1,44
386,2,57
387,0,66
387,1,63
387,2,7
388,0,77
388,1,82
388,2,4
389,0,36
389,1,5
389,2,78
390,0,12
390,1,84
390,2,47
391,0,96
391,1,101
391,2,10
392,0,83
392,1,82
392,2,100
393,0,15
393,1,20
393,2,49
394,0,41
394,1,30
394,2,71
395,0,65
395,1,35
395,2,12
396,0,100
396,1,91
396,2,38
397,0,37
397,1,89
397,2,64
398,0,2
398,1,10
398,2,53
399,0,101
399,1,30
399,2,60
400,0,56
400,1,14
400,2,92
401,0,77
401,1,28
401,2,77
402,0,5
402,1,11
402,2,26
403,0,34
403,1,61
403,2,94
404,0,80
404,1,48
404,2,88
405,0,92
405,1,68
405,2,38
406,0,21
406,1,49
406,2,7
407,0,100
407,1,64
407,2,98
408,0,71
408,1,75
408,2,65
409,0,13
409,1,20
409,2,89
410,0,90
410,1,27
410,2,66
411,0,49
411,1,81
411,2,70
412,0,98
412,1,11
412,2,48
413,0,31
413,1,14
413,2,9
414,0,71
414,1,49
414,2,27
415,0,100
415,1,90
415,2,42
416,0,6
416,1,99
416,2,52
417,0,36
417,1,98
417,2,52
418,0,32
418,1,37
418,2,14
419,0,79
419,1,32
419,2,9
420,0,54
420,1,5
420,2,73
421,0,31
421,1,41
421,2,20
422,0,100
422,1,36
422,2,17
423,0,78
423,1,72
423,2,18
424,0,86
424,1,9
424,2,93
425,0,10
425,1,12
425,2,92
426,0,8
426,1,21
426,2,74
427,0,79
427,1,85
427,2,77
428,0,73
428,1,83
428,2,16
429,0,98
429,1,75
429,2,89
430,0,44
430,1,98
430,2,8
431,0,22
431,1,16
431,2,35
432,0,3
432,1,92
432,2,72
433,0,46
433,1,56
433,2,71
434,0,72
434,1,59
434,2,32
435,0,2
435,1,77
435,2,38
436,0,20
436,1,20
436,2,23
437,0,87
437,1,19
437,2,88
438,0,19
438,1,13
438,2,23
439,0,0
439,1,50
439,2,61
440,0,92
440,1,42
440,2,8
441,0,87
441,1,57
441,2,83
442,0,55
442,1,97
442,2,38
443,0,32
443,1,32
443,2,30
444,0,80
444,1,101
444,2,32
445,0,91
445,1,27
445,2,16
446,0,54
446,1,78
446,2,32
447,0,53
447,1,77
447,2,72
448,0,53
448,1,71
448,2,67
449,0,51
449,1,20
449,2,46
450,0,23
450,1,80
450,2,77
451,0,12
451,1,100
451,2,98
452,0,49
452,1,3
452,2,29
453,0,46
453,1,65
453,2,94
454,0,76
454,1,76
454,2,78
455,0,77
455,1,58
455,2,98
456,0,67
456,1,69
456,2,66
457,0,59
457,1,42
457,2,74
458,0,100
458,1,15
458,2,41
459,0,49
459,1,42
459,2,71
460,0,74
460,1,27
460,2,25
461,0,15
461,1,97
461,2,17
462,0,95
462,1,17
462,2,27
463,0,76
463,1,53
463,2,47
464,0,96
464,1,62
464,2,87
465,0,42
465,1,77
465,2,47
466,0,58
466,1,92
466,2,28
467,0,93
467,1,68
467,2,34
468,0,22
468,1,84
468,2,61
469,0,51
469,1,76
469,2,40
470,0,51
470,1,4
470,2,57
471,0,35
471,1,13
471,2,50
472,0,59
472,1,71
472,2,50
473,0,11
473,1,55
473,2,32
474,0,7
474,1,18
474,2,24
475,0,47
475,1,79
475,2,20
476,0,51
476,1,86
476,2,71
477,0,5
477,1,41
477,2,80
478,0,62
478,1,32
478,2,21
479,0,93
479,1,79
479,2,9
480,0,64
480,1,79
480,2,56
481,0,92
481,1,14
481,2,11
482,0,66
482,1,66
482,2,38
483,0,43
483,1,94
483,2,96
484,0,4
484,1,10
484,2,9
485,0,5
485,1,98
485,2,3
486,0,88
486,1,63
486,2,74
487,0,70
487,1,47
487,2,13
488,0,12
488,1,65
488,2,40
489,0,63
489,1,65
489,2,34
490,0,77
490,1,87
490,2,29
491,0,78
491,1,39
491,2,5
492,0,5
492,1,41
492,2,64
493,0,75
493,1,50
493,2,10
494,0,86
494,1,18
494,2,3
495,0,9
495,1,95
495,2,20
496,0,72
496,1,33
496,2,65
497,0,2
497,1,95
497,2,74
498,0,5
498,1,87
498,2,49
499,0,39
499,1,32
499,2,49
500,0,32
500,1,31
500,2,24
501,0,87
501,1,60
501,2,74
502,0,0
502,1,17
502,2,67
503,0,54
503,1,37
503,2,39
504,0,43
504,1,30
504,2,1
505,0,52
505,1,14
505,2,25
506,0,10
506,1,81
506,2,19
507,0,95
507,1,1
507,2,8
508,0,95
508,1,88
508,2,22
509,0,61
509,1,85
509,2,73
510,0,2
510,1,14
510,2,62
511,0,39
511,1,93
511,2,90
512,0,42
512,1,24
512,2,13
513,0,100
513,1,23
513,2,59
514,0,96
514,1,73
514,2,45
515,0,6
515,1,36
515,2,15
516,0,67
516,1,69
516,2,25
517,0,94
517,1,52
517,2,34
518,0,12
518,1,71
518,2,72
519,0,92
519,1,76
519,2,20
520,0,99
520,1,63
520,2,72
521,0,50
521,1,20
521,2,87
522,0,60
522,1,71
522,2,61
523,0,51
523,1,56
523,2,4
524,0,3
524,1,1
524,2,65
525,0,52
525,1,83
525,2,38
526,0,95
526,1,59
526,2,0
527,0,49
527,1,15
527,2,15
528,0,3
528,1,82
528,2,81
529,0,101
529,1,13
529,2,22
530,0,46
530,1,46
530,2,11
531,0,58
531,1,87
531,2,101
532,0,19
532,1,37
532,2,14
533,0,37
533,1,2
533,2,85
534,0,52
534,1,0
534,2,56
535,0,70
535,1,72
535,2,62
536,0,23
536,1,34
536,2,95
537,0,39
537,1,70
537,2,80
538,0,62
538,1,54
538,2,90
539,0,24
539,1,59
539,2,89
540,0,97
540,1,79
540,2,44
541,0,68
541,1,68
541,2,26
542,0,46
542,1,64
542,2,26
543,0,61
543,1,92
543,2,54
544,0,91
544,1,49
544,2,22
545,0,98
545,1,95
545,2,57
546,0,98
546,1,81
546,2,41
547,0,67
547,1,14
547,2,23
548,0,97
548,1,95
548,2,92
549,0,57
549,1,65
549,2,72
550,0,3
550,1,3
550,2,76
551,0,55
551,1,49
551,2,35
552,0,78
552,1,90
552,2,88
553,0,70
553,1,16
553,2,67
554,0,91
554,1,95
554,2,42
555,0,57
555,1,75
555,2,80
556,0,3
556,1,10
556,2,4
557,0,24
557,1,60
557,2,59
558,0,75
558,1,74
558,2,69
559,0,61
559,1,28
559,2,16
560,0,44
560,1,17
560,2,62
561,0,101
561,1,82
561,2,61
562,0,4
562,1,33
562,2,68
563,0,15
563,1,9
563,2,28
564,0,73
564,1,91
564,2,2
565,0,73
565,1,34
565,2,78
566,0,57
566,1,94
566,2,11
567,0,100
567,1,87
567,2,34
568,0,77
568,1,100
568,2,55
569,0,21
569,1,17
569,2,81
570,0,86
570,1,75
570,2,6
571,0,67
571,1,77
571,2,6
572,0,74
572,1,3
572,2,34
573,0,67
573,1,60
573,2,95
574,0,8
574,1,96
574,2,45
575,0,47
575,1,9
575,2,22
576,0,52
576,1,56
576,2,17
577,0,95
577,1,76
577,2,2
578,0,99
578,1,33
578,2,94
579,0,41
579,1,70
579,2,29
580,0,66
580,1,38
580,2,61
581,0,21
581,1,91
581,2,19
582,0,96
582,1,40
582,2,72
583,0,50
583,1,19
583,2,80
584,0,21
584,1,31
584,2,21
585,0,51
585,1,44
585,2,4
586,0,42
586,1,95
586,2,47
587,0,52
587,1,55
587,2,67
588,0,49
588,1,35
588,2,101
589,0,11
589,1,18
589,2,6
590,0,43
590,1,49
590,2,36
591,0,21
591,1,51
591,2,17
592,0,81
592,1,96
592,2,85
593,0,76
593,1,13
593,2,30
594,0,25
594,1,2
594,2,9
595,0,65
595,1,70
595,2,62
596,0,69
596,1,52
596,2,69
597,0,72
597,1,38
597,2,14
598,0,63
598,1,94
598,2,99
599,0,31
599,1,91
599,2,62
600,0,90
600,1,38
600,2,42
601,0,41
601,1,26
601,2,81
602,0,87
602,1,80
602,2,42
603,0,9
603,1,89
603,2,17
604,0,31
604,1,81
604,2,34
605,0,59
605,1,58
605,2,29
606,0,13
606,1,40
606,2,68
607,0,19
607,1,81
607,2,74
608,0,84
608,1,58
608,2,71
609,0,66
609,1,25
609,2,34
610,0,80
610,1,33
610,2,48
611,0,100
611,1,8
611,2,77
612,0,1
612,1,81
612,2,6
613,0,60
613,1,96
613,2,16
614,0,91
614,1,49
614,2,70
615,0,37
615,1,65
615,2,95
616,0,98
616,1,37
616,2,64
617,0,58
617,1,47
617,2,49
618,0,65
618,1,21
618,2,55
619,0,89
619,1,23
619,2,48
620,0,99
620,1,27
620,2,40
621,0,29
621,1,77
621,2,49
622,0,53
622,1,32
622,2,32
623,0,68
623,1,9
623,2,56
624,0,58
624,1,14
624,2,91
625,0,21
625,1,99
625,2,55
626,0,43
626,1,66
626,2,17
627,0,61
627,1,84
627,2,37
628,0,62
628,1,31
628,2,80
629,0,29
629,1,60
629,2,7
630,0,85
630,1,58
630,2,44
631,0,22
631,1,31
631,2,55
632,0,13
632,1,78
632,2,27
633,0,10
633,1,98
633,2,53
634,0,15
634,1,64
634,2,98
635,0,87
635,1,36
635,2,96
636,0,56
636,1,52
636,2,39
637,0,70
637,1,16
637,2,79
638,0,52
638,1,37
638,2,101
639,0,43
639,1,15
639,2,25
640,0,84
640,1,36
640,2,56
641,0,71
641,1,82
641,2,11
642,0,15
642,1,10
642,2,81
643,0,15
643,1,35
643,2,68
644,0,37
644,1,97
644,2,70
645,0,24
645,1,25
645,2,47
646,0,19
646,1,5
646,2,68
647,0,87
647,1,15
647,2,95
648,0,77
648,1,56
648,2,17
649,0,48
649,1,50
649,2,73
650,0,96
650,1,74
650,2,46
651,0,71
651,1,87
651,2,41
652,0,22
652,1,64
652,2,87
653,0,51
653,1,76
653,2,48
654,0,49
654,1,29
654,2,67
655,0,65
655,1,0
655,2,80
656,0,28
656,1,45
656,2,67
657,0,83
657,1,47
657,2,51
658,0,24
658,1,59
658,2,29
659,0,48
659,1,100
659,2,68
660,0,4
660,1,24
660,2,44
661,0,94
661,1,64
661,2,11
662,0,31
662,1,36
662,2,15
663,0,35
663,1,14
663,2,52
664,0,54
664,1,56
664,2,61
665,0,72
665,1,78
665,2,52
666,0,32
666,1,88
666,2,51
667,0,3
667,1,97
667,2,39
668,0,8
668,1,37
668,2,66
669,0,33
669,1,73
669,2,8
670,0,84
670,1,66
670,2,57
671,0,97
671,1,93
671,2,12
672,0,10
672,1,5
672,2,64
673,0,9
673,1,100
673,2,32
674,0,55
674,1,2
674,2,30
675,0,23
675,1,81
675,2,58
676,0,85
676,1,2
676,2,33
677,0,4
677,1,69
677,2,99
678,0,24
678,1,82
678,2,8
679,0,62
679,1,23
679,2,97
680,0,14
680,1,0
680,2,28
681,0,27
681,1,86
681,2,5
682,0,65
682,1,76
682,2,55
683,0,13
683,1,21
683,2,60
684,0,44
684,1,55
684,2,34
685,0,68
685,1,95
685,2,101
686,0,55
686,1,73
686,2,65
687,0,93
687,1,41
687,2,10
688,0,19
688,1,43
688,2,80
689,0,95
689,1,45
689,2,15
690,0,55
690,1,72
690,2,3
691,0,54
691,1,15
691,2,23
692,0,45
692,1,35
692,2,97
693,0,38
693,1,18
693,2,27
694,0,38
694,1,22
694,2,18
695,0,83
695,1,66
695,2,19
696,0,38
696,1,93
696,2,81
697,0,63
697,1,99
697,2,16
698,0,37
698,1,37
698,2,12
699,0,89
699,1,53
699,2,75
700,0,8
700,1,8
700,2,63
701,0,10
701,1,86
701,2,11
702,0,32
702,1,54
702,2,2
703,0,13
703,1,96
703,2,98
704,0,33
704,1,84
704,2,82
705,0,2
705,1,69
705,2,6
706,0,42
706,1,37
706,2,68
707,0,65
707,1,15
707,2,71
708,0,88
708,1,65
708,2,69
709,0,86
709,1,59
709,2,17
710,0,63
710,1,48
710,2,17
711,0,5
711,1,49
711,2,48
712,0,67
712,1,94
712,2,80
713,0,89
713,1,78
713,2,16
714,0,77
714,1,77
714,2,42
715,0,74
715,1,74
715,2,53
716,0,76
716,1,22
716,2,78
717,0,77
717,1,71
717,2,46
718,0,50
718,1,7
718,2,97
719,0,49
719,1,93
719,2,70
720,0,47
720,1,91
720,2,43
721,0,55
721,1,44
721,2,39
722,0,61
722,1,10
722,2,55
723,0,57
723,1,56
723,2,8
724,0,57
724,1,76
724,2,84
725,0,81
725,1,55
725,2,16
726,0,90
726,1,92
726,2,101
727,0,98
727,1,55
727,2,57
728,0,76
728,1,97
728,2,42
729,0,27
729,1,27
729,2,65
730,0,4
730,1,3
730,2,72
731,0,59
731,1,11
731,2,20
732,0,90
732,1,36
732,2,51
733,0,75
733,1,80
733,2,84
734,0,52
734,1,32
734,2,24
735,0,101
735,1,84
735,2,57
736,0,0
736,1,63
736,2,47
737,0,16
737,1,101
737,2,0
738,0,50
738,1,83
738,2,86
739,0,5
739,1,18
739,2,42
740,0,79
740,1,60
740,2,13
741,0,7
741,1,67
741,2,31
742,0,3
742,1,29
742,2,1
743,0,56
743,1,11
743,2,69
744,0,43
744,1,37
744,2,75
745,0,60
745,1,25
745,2,29
746,0,92
746,1,1
746,2,20
747,0,6
747,1,31
747,2,73
748,0,32
748,1,17
748,2,91
749,0,11
749,1,92
749,2,95
750,0,53
750,1,97
750,2,47
751,0,21
751,1,44
751,2,22
752,0,41
752,1,45
752,2,65
753,0,32
753,1,43
753,2,94
754,0,6
754,1,29
754,2,94
755,0,84
755,1,79
755,2,54
756,0,92
756,1,97
756,2,54
757,0,54
757,1,75
757,2,39
758,0,68
758,1,36
758,2,55
759,0,63
759,1,25
759,2,55
760,0,37
760,1,62
760,2,26
761,0,41
761,1,80
761,2,63
762,0,56
762,1,98
762,2,46
763,0,36
763,1,48
763,2,43
764,0,63
764,1,24
764,2,83
765,0,46
765,1,41
765,2,34
766,0,18
766,1,4
766,2,20
767,0,99
767,1,39
767,2,46
768,0,63
768,1,68
768,2,32
769,0,88
769,1,26
769,2,78
770,0,23
770,1,15
770,2,36
771,0,71
771,1,93
771,2,61
772,0,38
772,1,54
772,2,1
773,0,88
773,1,81
773,2,41
774,0,9
774,1,25
774,2,76
775,0,54
775,1,51
775,2,93
776,0,42
776,1,43
776,2,32
