Step,Agent_ID,Yard
227,1,28
227,2,33
228,0,59
228,1,50
228,2,65
229,0,10
229,1,91
229,2,89
230,0,25
230,1,15
230,2,58
231,0,70
231,1,62
231,2,60
232,0,41
232,1,20
232,2,1
233,0,48
233,1,40
233,2,98
234,0,99
234,1,5
234,2,35
235,0,95
235,1,41
235,2,17
236,0,48
236,1,79
236,2,65
237,0,35
237,1,13
237,2,63
238,0,12
238,1,23
238,2,80
239,0,99
239,1,65
239,2,84
240,0,32
240,1,56
240,2,99
241,0,14
241,1,60
241,2,64
242,0,5
242,1,95
242,2,34
243,0,16
243,1,26
243,2,73
244,0,38
244,1,16
244,2,97
245,0,24
245,1,74
245,2,18
246,0,72
246,1,64
246,2,102
247,0,21
247,1,32
247,2,76
248,0,97
248,1,3
248,2,83
249,0,22
249,1,35
249,2,79
250,0,69
250,1,10
250,2,46
251,0,1
251,1,79
251,2,93
252,0,94
252,1,30
252,2,94
253,0,89
253,1,76
253,2,91
254,0,9
254,1,79
254,2,100
255,0,3
255,1,25
255,2,75
256,0,85
256,1,61
256,2,60
257,0,55
257,1,2
257,2,26
258,0,27
258,1,80
258,2,87
259,0,25
259,1,48
259,2,21
260,0,43
260,1,37
260,2,43
261,0,75
261,1,68
261,2,4
262,0,9
262,1,96
262,2,99
263,0,80
263,1,91
263,2,93
264,0,16
264,1,67
264,2,100
265,0,15
265,1,55
265,2,38
266,0,32
266,1,88
266,2,64
267,0,43
267,1,15
267,2,58
268,0,95
268,1,66
268,2,61
269,0,0
269,1,23
269,2,102
270,0,14
270,1,42
270,2,18
271,0,34
271,1,48
271,2,101
272,0,11
272,1,56
272,2,55
273,0,45
273,1,39
273,2,70
274,0,30
274,1,0
274,2,67
275,0,17
275,1,96
275,2,90
276,0,42
276,1,12
276,2,78
277,0,87
277,1,34
277,2,54
278,0,15
278,1,21
278,2,50
279,0,66
279,1,36
279,2,12
280,0,84
280,1,44
280,2,21
281,0,47
281,1,45
281,2,27
282,0,31
282,1,16
282,2,7
283,0,3
283,1,20
283,2,29
284,0,88
284,1,15
284,2,26
285,0,27
285,1,97
285,2,20
286,0,3
286,1,0
286,2,46
287,0,13
287,1,18
287,2,18
288,0,77
288,1,83
288,2,83
289,0,55
289,1,27
289,2,3
290,0,74
290,1,94
290,2,78
291,0,56
291,1,79
291,2,77
292,0,68
292,1,84
292,2,83
293,0,100
293,1,101
293,2,57
294,0,38
294,1,57
294,2,0
295,0,91
295,1,23
295,2,44
296,0,68
296,1,52
296,2,24
297,0,74
297,1,37
297,2,32
298,0,27
298,1,71
298,2,30
299,0,73
299,1,86
299,2,37
300,0,35
300,1,99
300,2,93
301,0,24
301,1,25
301,2,63
302,0,7
302,1,40
302,2,6
303,0,21
303,1,15
303,2,53
304,0,87
304,1,23
304,2,80
305,0,51
305,1,93
305,2,66
306,0,65
306,1,10
306,2,82
307,0,92
307,1,82
307,2,70
308,0,58
308,1,75
308,2,52
309,0,4
309,1,17
309,2,74
310,0,62
310,1,89
310,2,24
311,0,64
311,1,81
311,2,82
312,0,71
312,1,32
312,2,2
313,0,25
313,1,54
313,2,1
314,0,60
314,1,33
314,2,48
315,0,9
315,1,79
315,2,42
316,0,92
316,1,79
316,2,49
317,0,53
317,1,88
317,2,20
318,0,82
318,1,86
318,2,90
319,0,21
319,1,51
319,2,4
320,0,0
320,1,7
320,2,98
321,0,44
321,1,34
321,2,98
322,0,88
322,1,37
322,2,72
323,0,21
323,1,96
323,2,73
324,0,46
324,1,18
324,2,6
325,0,42
325,1,10
325,2,15
326,0,65
326,1,3
326,2,31
327,0,19
327,1,25
327,2,23
328,0,16
328,1,26
328,2,99
329,0,42
329,1,66
329,2,58
330,0,81
330,1,72
330,2,78
331,0,3
331,1,67
331,2,53
332,0,44
332,1,12
332,2,83
333,0,32
333,1,33
333,2,66
334,0,38
334,1,89
334,2,38
335,0,80
335,1,83
335,2,102
336,0,68
336,1,2
336,2,96
337,0,28
337,1,101
337,2,93
338,0,101
338,1,40
338,2,59
339,0,9
339,1,44
339,2,30
340,0,86
340,1,29
340,2,93
341,0,50
341,1,61
341,2,74
342,0,92
342,1,86
342,2,48
343,0,4
343,1,67
343,2,62
344,0,91
344,1,5
344,2,29
345,0,35
345,1,18
345,2,41
346,0,32
346,1,30
346,2,8
347,0,29
347,1,14
347,2,54
348,0,87
348,1,78
348,2,101
349,0,55
349,1,33
349,2,31
350,0,40
350,1,52
350,2,48
351,0,23
351,1,34
351,2,69
352,0,10
352,1,73
352,2,17
353,0,78
353,1,39
353,2,54
354,0,71
354,1,2
354,2,13
355,0,7
355,1,64
355,2,40
356,0,53
356,1,14
356,2,59
357,0,97
357,1,44
357,2,94
358,0,64
358,1,33
358,2,65
359,0,100
359,1,84
359,2,92
360,0,62
360,1,55
360,2,34
361,0,83
361,1,10
361,2,63
362,0,20
362,1,38
362,2,17
363,0,92
363,1,87
363,2,29
364,0,0
364,1,8
364,2,83
365,0,7
365,1,71
365,2,13
366,0,37
366,1,20
366,2,39
367,0,93
367,1,18
367,2,62
368,0,59
368,1,38
368,2,51
369,0,80
369,1,4
369,2,43
370,0,61
370,1,48
370,2,75
371,0,94
371,1,52
371,2,51
372,0,95
372,1,17
372,2,98
373,0,65
373,1,47
373,2,37
374,0,62
374,1,75
374,2,15
375,0,32
375,1,62
375,2,96
376,0,99
376,1,52
376,2,26
377,0,71
377,1,97
377,2,41
378,0,32
378,1,79
378,2,86
379,0,84
379,1,42
379,2,30
380,0,73
380,1,53
380,2,0
381,0,65
381,1,22
381,2,99
382,0,46
382,1,44
382,2,11
383,0,54
383,1,60
383,2,65
384,0,61
384,1,74
384,2,26
385,0,42
385,1,1
385,2,44
386,0,37
386,1,83
386,2,79
387,0,7
387,1,26
387,2,9
388,0,36
388,1,22
388,2,20
389,0,37
389,1,61
389,2,66
390,0,101
390,1,86
390,2,21
391,0,25
391,1,51
391,2,71
392,0,90
392,1,3
392,2,94
393,0,41
393,1,47
393,2,73
394,0,46
394,1,75
394,2,36
395,0,17
395,1,69
395,2,27
396,0,98
396,1,19
396,2,8
397,0,29
397,1,48
397,2,16
398,0,100
398,1,90
398,2,14
399,0,102
399,1,30
399,2,66
400,0,21
400,1,53
400,2,41
401,0,66
401,1,49
401,2,55
402,0,89
402,1,53
402,2,17
403,0,23
403,1,78
403,2,76
404,0,33
404,1,47
404,2,73
405,0,70
405,1,59
405,2,17
406,0,62
406,1,81
406,2,84
407,0,77
407,1,53
407,2,50
408,0,92
408,1,40
408,2,43
409,0,41
409,1,68
409,2,95
410,0,51
410,1,60
410,2,100
411,0,81
411,1,88
411,2,91
412,0,35
412,1,8
412,2,90
413,0,70
413,1,85
413,2,45
414,0,63
414,1,79
414,2,15
415,0,49
415,1,80
415,2,100
416,0,0
416,1,82
416,2,83
417,0,94
417,1,29
417,2,57
418,0,22
418,1,71
418,2,96
419,0,12
419,1,83
419,2,99
420,0,77
420,1,29
420,2,58
421,0,80
421,1,85
421,2,51
422,0,18
422,1,102
422,2,8
423,0,33
423,1,25
423,2,71
424,0,81
424,1,3
424,2,9
425,0,12
425,1,54
425,2,46
426,0,67
426,1,26
426,2,8
427,0,10
427,1,37
427,2,63
428,0,29
428,1,19
428,2,64
429,0,22
429,1,21
429,2,46
430,0,13
430,1,41
430,2,76
431,0,1
431,1,42
431,2,83
432,0,21
432,1,43
432,2,12
433,0,18
433,1,100
433,2,61
434,0,31
434,1,53
434,2,62
435,0,84
435,1,59
435,2,42
436,0,43
436,1,39
436,2,40
437,0,55
437,1,52
437,2,53
438,0,45
438,1,75
438,2,11
439,0,84
439,1,73
439,2,32
440,0,60
440,1,36
440,2,58
441,0,49
441,1,9
441,2,29
442,0,26
442,1,17
442,2,71
443,0,85
443,1,23
443,2,70
444,0,97
444,1,28
444,2,97
445,0,3
445,1,40
445,2,68
446,0,19
446,1,71
446,2,1
447,0,60
447,1,40
447,2,48
448,0,52
448,1,61
448,2,86
449,0,38
449,1,32
449,2,26
450,0,53
450,1,79
450,2,56
451,0,22
451,1,85
451,2,36
452,0,81
452,1,78
452,2,34
453,0,64
453,1,43
453,2,25
454,0,50
454,1,73
454,2,68
455,0,99
455,1,62
455,2,86
456,0,47
456,1,69
456,2,49
457,0,48
457,1,34
457,2,34
458,0,9
458,1,7
458,2,75
459,0,88
459,1,67
459,2,70
460,0,17
460,1,69
460,2,20
461,0,69
461,1,93
461,2,94
462,0,43
462,1,4
462,2,78
463,0,89
463,1,44
463,2,74
464,0,4
464,1,16
464,2,37
465,0,53
465,1,26
465,2,8
466,0,6
466,1,30
466,2,32
467,0,11
467,1,44
467,2,40
468,0,97
468,1,80
468,2,74
469,0,53
469,1,87
469,2,37
470,0,22
470,1,98
470,2,67
471,0,46
471,1,5
471,2,42
472,0,91
472,1,52
472,2,72
473,0,77
473,1,70
473,2,32
474,0,14
474,1,2
474,2,75
475,0,35
475,1,0
475,2,7
476,0,26
476,1,31
476,2,39
477,0,96
477,1,8
477,2,9
478,0,60
478,1,36
478,2,62
479,0,70
479,1,48
479,2,67
480,0,32
480,1,32
480,2,68
481,0,33
481,1,100
481,2,2
482,0,27
482,1,81
482,2,62
483,0,94
483,1,10
483,2,6
484,0,33
484,1,8
484,2,96
485,0,12
485,1,0
485,2,59
486,0,72
486,1,44
486,2,83
487,0,15
487,1,83
487,2,62
488,0,77
488,1,24
488,2,9
489,0,70
489,1,9
489,2,51
490,0,96
490,1,49
490,2,79
491,0,89
491,1,90
491,2,62
492,0,9
492,1,34
492,2,93
493,0,65
493,1,66
493,2,39
494,0,16
494,1,36
494,2,47
495,0,84
495,1,74
495,2,30
496,0,35
496,1,94
496,2,94
497,0,102
497,1,74
497,2,41
498,0,63
498,1,71
498,2,85
499,0,67
499,1,59
499,2,3
500,0,74
500,1,71
500,2,31
501,0,64
501,1,80
501,2,56
502,0,3
502,1,96
502,2,17
503,0,57
503,1,92
503,2,48
504,0,17
504,1,43
504,2,46
505,0,98
505,1,32
505,2,92
506,0,102
506,1,31
506,2,30
507,0,62
507,1,90
507,2,35
508,0,57
508,1,48
508,2,69
509,0,32
509,1,10
509,2,55
510,0,90
510,1,7
510,2,55
511,0,79
511,1,23
511,2,94
512,0,25
512,1,85
512,2,98
513,0,97
513,1,76
513,2,7
514,0,87
514,1,14
514,2,86
515,0,48
515,1,73
515,2,51
516,0,9
516,1,64
516,2,19
517,0,17
517,1,72
517,2,14
518,0,36
518,1,1
518,2,49
519,0,82
519,1,41
519,2,78
520,0,2
520,1,65
520,2,16
521,0,44
521,1,31
521,2,50
522,0,76
522,1,12
522,2,52
523,0,20
523,1,20
523,2,52
524,0,91
524,1,51
524,2,98
525,0,20
525,1,94
525,2,48
526,0,76
526,1,11
526,2,94
527,0,50
527,1,81
527,2,53
528,0,47
528,1,2
528,2,43
529,0,53
529,1,50
529,2,88
530,0,42
530,1,76
530,2,83
531,0,11
531,1,32
531,2,6
532,0,98
532,1,6
532,2,98
533,0,24
533,1,47
533,2,40
534,0,14
534,1,29
534,2,91
535,0,97
535,1,90
535,2,16
536,0,50
536,1,99
536,2,86
537,0,4
537,1,23
537,2,31
538,0,90
538,1,79
538,2,60
539,0,91
539,1,44
539,2,2
540,0,16
540,1,42
540,2,95
541,0,68
541,1,79
541,2,59
542,0,62
542,1,44
542,2,79
543,0,50
543,1,44
543,2,79
544,0,99
544,1,90
544,2,56
545,0,58
545,1,60
545,2,45
546,0,38
546,1,57
546,2,79
547,0,30
547,1,48
547,2,72
548,0,8
548,1,14
548,2,16
549,0,17
549,1,63
549,2,89
550,0,78
550,1,3
550,2,75
551,0,60
551,1,2
551,2,19
552,0,53
552,1,52
552,2,65
553,0,13
553,1,32
553,2,60
554,0,9
554,1,100
554,2,30
555,0,52
555,1,91
555,2,92
556,0,53
556,1,37
556,2,82
557,0,99
557,1,7
557,2,66
558,0,24
558,1,31
558,2,45
559,0,58
559,1,102
559,2,62
560,0,50
560,1,9
560,2,82
561,0,100
561,1,79
561,2,24
562,0,9
562,1,3
562,2,29
563,0,36
563,1,97
563,2,98
564,0,71
564,1,82
564,2,81
565,0,101
565,1,95
565,2,70
566,0,48
566,1,71
566,2,52
567,0,98
567,1,78
567,2,6
568,0,85
568,1,101
568,2,66
569,0,20
569,1,25
569,2,84
570,0,82
570,1,87
570,2,79
571,0,96
571,1,16
571,2,97
572,0,27
572,1,102
572,2,99
573,0,72
573,1,11
573,2,61
574,0,55
574,1,1
574,2,21
575,0,78
575,1,100
575,2,66
576,0,97
576,1,17
576,2,80
577,0,56
577,1,38
577,2,24
578,0,90
578,1,52
578,2,70
579,0,26
579,1,25
579,2,2
580,0,15
580,1,68
580,2,48
581,0,6
581,1,54
581,2,95
582,0,32
582,1,35
582,2,80
583,0,56
583,1,6
583,2,53
584,0,43
584,1,96
584,2,18
585,0,39
585,1,2
585,2,66
586,0,2
586,1,84
586,2,42
587,0,80
587,1,34
587,2,45
588,0,64
588,1,81
588,2,92
589,0,92
589,1,101
589,2,100
590,0,35
590,1,88
590,2,96
591,0,4
591,1,61
591,2,7
592,0,28
592,1,1
592,2,20
593,0,13
593,1,101
593,2,18
594,0,15
594,1,16
594,2,7
595,0,46
595,1,18
595,2,27
596,0,5
596,1,74
596,2,24
597,0,28
597,1,85
597,2,6
598,0,13
598,1,32
598,2,23
599,0,4
599,1,35
599,2,40
600,0,28
600,1,7
600,2,3
601,0,68
601,1,7
601,2,102
602,0,28
602,1,90
602,2,35
603,0,46
603,1,65
603,2,28
604,0,90
604,1,28
604,2,47
605,0,59
605,1,57
605,2,4
606,0,27
606,1,43
606,2,65
607,0,29
607,1,100
607,2,67
608,0,90
608,1,3
608,2,60
609,0,33
609,1,25
609,2,54
610,0,46
610,1,91
610,2,3
611,0,0
611,1,33
611,2,18
612,0,62
612,1,56
612,2,34
613,0,91
613,1,57
613,2,12
614,0,93
614,1,64
614,2,29
615,0,44
615,1,48
615,2,56
616,0,77
616,1,84
616,2,28
617,0,52
617,1,85
617,2,66
618,0,71
618,1,93
618,2,63
619,0,57
619,1,37
619,2,70
620,0,57
620,1,101
620,2,6
621,0,75
621,1,67
621,2,5
622,0,19
622,1,71
622,2,69
623,0,76
623,1,12
623,2,66
624,0,68
624,1,7
624,2,70
625,0,91
625,1,38
625,2,35
626,0,87
626,1,26
626,2,48
627,0,20
627,1,70
627,2,5
628,0,75
628,1,0
628,2,38
629,0,19
629,1,32
629,2,33
630,0,17
630,1,48
630,2,83
631,0,89
631,1,22
631,2,83
632,0,76
632,1,75
632,2,43
633,0,3
633,1,1
633,2,18
634,0,46
634,1,89
634,2,68
635,0,91
635,1,89
635,2,13
636,0,75
636,1,34
636,2,68
637,0,39
637,1,78
637,2,95
638,0,1
638,1,0
638,2,13
639,0,17
639,1,8
639,2,68
640,0,77
640,1,95
640,2,10
641,0,70
641,1,62
641,2,47
642,0,25
642,1,71
642,2,6
643,0,18
643,1,17
643,2,90
644,0,69
644,1,57
644,2,93
645,0,88
645,1,55
645,2,76
646,0,83
646,1,73
646,2,53
647,0,7
647,1,30
647,2,23
648,0,56
648,1,72
648,2,1
649,0,25
649,1,67
649,2,67
650,0,45
650,1,64
650,2,68
651,0,0
651,1,93
651,2,86
652,0,77
652,1,58
652,2,39
653,0,84
653,1,47
653,2,3
654,0,41
654,1,99
654,2,24
655,0,88
655,1,62
655,2,97
656,0,75
656,1,2
656,2,4
657,0,83
657,1,21
657,2,88
658,0,50
658,1,31
658,2,92
659,0,86
659,1,1
659,2,15
660,0,73
660,1,42
660,2,34
661,0,49
661,1,4
661,2,44
662,0,98
662,1,38
662,2,93
663,0,29
663,1,80
663,2,84
664,0,85
664,1,28
664,2,23
665,0,85
665,1,65
665,2,70
666,0,44
666,1,92
666,2,35
667,0,60
667,1,53
667,2,88
668,0,102
668,1,49
668,2,4
669,0,38
669,1,64
669,2,72
670,0,72
670,1,92
670,2,98
671,0,62
671,1,22
671,2,59
672,0,92
672,1,38
672,2,22
673,0,40
673,1,54
673,2,55
674,0,48
674,1,14
674,2,75
675,0,71
675,1,36
675,2,24
676,0,42
676,1,80
676,2,90
677,0,55
677,1,96
677,2,0
678,0,28
678,1,77
678,2,51
679,0,32
679,1,43
679,2,77
680,0,58
680,1,4
680,2,93
681,0,99
681,1,61
681,2,9
682,0,87
682,1,87
682,2,61
683,0,25
683,1,82
683,2,80
684,0,38
684,1,57
684,2,16
685,0,68
685,1,81
685,2,30
686,0,20
686,1,69
686,2,66
687,0,4
687,1,57
687,2,76
688,0,87
688,1,19
688,2,76
689,0,32
689,1,95
689,2,14
690,0,100
690,1,40
690,2,33
691,0,14
691,1,91
691,2,25
692,0,0
692,1,49
692,2,48
693,0,23
693,1,4
693,2,67
694,0,64
694,1,46
694,2,28
695,0,47
695,1,49
695,2,39
696,0,11
696,1,0
696,2,77
697,0,72
697,1,65
697,2,26
698,0,7
698,1,13
698,2,77
699,0,5
699,1,17
699,2,22
700,0,68
700,1,102
700,2,27
701,0,49
701,1,44
701,2,64
702,0,82
702,1,92
702,2,34
703,0,37
703,1,16
703,2,14
704,0,40
704,1,93
704,2,57
705,0,53
705,1,101
705,2,33
706,0,60
706,1,58
706,2,33
707,0,22
707,1,1
707,2,44
708,0,86
708,1,28
708,2,10
709,0,42
709,1,31
709,2,45
710,0,80
710,1,31
710,2,65
711,0,21
711,1,96
711,2,88
712,0,88
712,1,56
712,2,65
713,0,95
713,1,41
713,2,84
714,0,74
714,1,50
714,2,82
715,0,32
715,1,41
715,2,11
716,0,13
716,1,56
716,2,5
717,0,59
717,1,44
717,2,37
718,0,53
718,1,44
718,2,77
719,0,97
719,1,89
719,2,71
720,0,17
720,1,102
720,2,70
721,0,6
721,1,9
721,2,75
722,0,33
722,1,0
722,2,64
723,0,30
723,1,1
723,2,54
724,0,90
724,1,98
724,2,5
725,0,50
725,1,6
725,2,41
726,0,79
726,1,69
726,2,68
727,0,44
727,1,32
727,2,15
728,0,84
728,1,69
728,2,4
729,0,48
729,1,72
729,2,36
730,0,3
730,1,45
730,2,78
731,0,36
731,1,19
731,2,38
732,0,4
732,1,30
732,2,5
733,0,67
733,1,83
733,2,86
734,0,45
734,1,86
734,2,50
735,0,82
735,1,33
735,2,25
736,0,9
736,1,84
736,2,21
737,0,75
737,1,94
737,2,88
738,0,67
738,1,101
738,2,44
739,0,54
739,1,31
739,2,98
740,0,39
740,1,46
740,2,48
741,0,95
741,1,52
741,2,0
742,0,5
742,1,61
742,2,24
743,0,86
743,1,55
743,2,94
744,0,68
744,1,97
744,2,15
745,0,68
745,1,35
745,2,22
746,0,18
746,1,24
746,2,6
747,0,93
747,1,73
747,2,77
748,0,11
748,1,80
748,2,95
749,0,10
749,1,77
749,2,46
750,0,7
750,1,67
750,2,50
751,0,57
751,1,99
751,2,59
752,0,73
752,1,26
752,2,76
753,0,69
753,1,87
753,2,73
754,0,54
754,1,33
754,2,61
755,0,93
755,1,61
755,2,94
756,0,73
756,1,19
756,2,23
757,0,69
757,1,6
757,2,72
758,0,13
758,1,8
758,2,12
759,0,74
759,1,29
759,2,92
760,0,93
760,1,14
760,2,67
761,0,70
761,1,23
761,2,84
762,0,15
762,1,73
762,2,77
763,0,66
763,1,41
763,2,1
764,0,32
764,1,61
764,2,23
765,0,9
765,1,2
765,2,74
766,0,75
766,1,41
766,2,21
767,0,46
767,1,59
767,2,96
768,0,102
768,1,15
768,2,60
769,0,48
769,1,8
769,2,81
770,0,101
770,1,83
770,2,91
771,0,15
771,1,21
771,2,11
772,0,66
772,1,14
772,2,61
773,0,64
773,1,98
773,2,30
774,0,95
774,1,32
774,2,70
775,0,99
775,1,96
775,2,27
776,0,72
776,1,5
776,2,33
