Step,Agent_ID,Action
102,2,31
103,0,3
103,1,38
103,2,98
104,0,47
104,1,35
104,2,42
105,0,68
105,1,88
105,2,12
106,0,83
106,1,36
106,2,75
107,0,45
107,1,36
107,2,61
108,0,44
108,1,17
108,2,76
109,0,44
109,1,0
109,2,99
110,0,89
110,1,52
110,2,4
111,0,6
111,1,18
111,2,6
112,0,48
112,1,31
112,2,24
113,0,57
113,1,18
113,2,61
114,0,70
114,1,91
114,2,33
115,0,93
115,1,65
115,2,92
116,0,62
116,1,69
116,2,87
117,0,67
117,1,22
117,2,38
118,0,85
118,1,23
118,2,6
119,0,72
119,1,18
119,2,15
120,0,22
120,1,87
120,2,64
121,0,30
121,1,40
121,2,28
122,0,46
122,1,76
122,2,83
123,0,57
123,1,10
123,2,21
124,0,92
124,1,70
124,2,84
125,0,42
125,1,47
125,2,78
126,0,47
126,1,92
126,2,6
127,0,26
127,1,59
127,2,66
128,0,56
128,1,98
128,2,45
129,0,50
129,1,2
129,2,45
130,0,35
130,1,69
130,2,68
131,0,64
131,1,29
131,2,45
132,0,36
132,1,59
132,2,9
133,0,14
133,1,51
133,2,44
134,0,44
134,1,40
134,2,13
135,0,51
135,1,86
135,2,20
136,0,21
136,1,21
136,2,17
137,0,100
137,1,9
137,2,62
138,0,40
138,1,1
138,2,3
139,0,21
139,1,49
139,2,59
140,0,38
140,1,63
140,2,19
141,0,41
141,1,25
141,2,33
142,0,79
142,1,36
142,2,5
143,0,9
143,1,87
143,2,80
144,0,20
144,1,61
144,2,71
145,0,56
145,1,72
145,2,21
146,0,86
146,1,24
146,2,74
147,0,49
147,1,42
147,2,87
148,0,79
148,1,76
148,2,22
149,0,26
149,1,96
149,2,49
150,0,97
150,1,39
150,2,82
151,0,65
151,1,24
151,2,54
152,0,11
152,1,81
152,2,77
153,0,19
153,1,29
153,2,20
154,0,42
154,1,100
154,2,46
155,0,47
155,1,80
155,2,7
156,0,59
156,1,39
156,2,71
157,0,95
157,1,97
157,2,72
158,0,94
158,1,71
158,2,17
159,0,70
159,1,4
159,2,18
160,0,24
160,1,30
160,2,5
161,0,43
161,1,58
161,2,66
162,0,54
162,1,55
162,2,36
163,0,87
163,1,34
163,2,87
164,0,85
164,1,45
164,2,41
165,0,48
165,1,21
165,2,65
166,0,23
166,1,39
166,2,40
167,0,4
167,1,39
167,2,86
168,0,60
168,1,22
168,2,25
169,0,0
169,1,22
169,2,84
170,0,49
170,1,66
170,2,28
171,0,24
171,1,40
171,2,43
172,0,3
172,1,56
172,2,11
173,0,78
173,1,15
173,2,7
174,0,50
174,1,56
174,2,77
175,0,77
175,1,23
175,2,16
176,0,20
176,1,69
176,2,6
177,0,48
177,1,98
177,2,58
178,0,52
178,1,58
178,2,98
179,0,23
179,1,90
179,2,12
180,0,24
180,1,61
180,2,27
181,0,78
181,1,7
181,2,35
182,0,36
182,1,84
182,2,51
183,0,71
183,1,0
183,2,93
184,0,88
184,1,92
184,2,85
185,0,0
185,1,90
185,2,35
186,0,23
186,1,35
186,2,61
187,0,47
187,1,46
187,2,54
188,0,30
188,1,0
188,2,98
189,0,39
189,1,88
189,2,34
190,0,30
190,1,24
190,2,94
191,0,27
191,1,15
191,2,3
192,0,96
192,1,46
192,2,95
193,0,4
193,1,0
193,2,0
194,0,83
194,1,62
194,2,45
195,0,67
195,1,64
195,2,42
196,0,30
196,1,41
196,2,73
197,0,15
197,1,58
197,2,33
198,0,93
198,1,81
198,2,38
199,0,80
199,1,65
199,2,67
200,0,36
200,1,63
200,2,91
201,0,1
201,1,54
201,2,23
202,0,42
202,1,10
202,2,33
203,0,38
203,1,70
203,2,77
204,0,42
204,1,18
204,2,20
205,0,88
205,1,53
205,2,93
206,0,14
206,1,62
206,2,69
207,0,53
207,1,17
207,2,44
208,0,59
208,1,29
208,2,72
209,0,19
209,1,83
209,2,62
210,0,3
210,1,15
210,2,37
211,0,100
211,1,68
211,2,41
212,0,41
212,1,86
212,2,33
213,0,11
213,1,9
213,2,2
214,0,44
214,1,16
214,2,71
215,0,16
215,1,41
215,2,80
216,0,44
216,1,4
216,2,20
217,0,66
217,1,40
217,2,46
218,0,51
218,1,41
218,2,73
219,0,14
219,1,34
219,2,41
220,0,55
220,1,4
220,2,83
221,0,92
221,1,31
221,2,65
222,0,12
222,1,91
222,2,100
223,0,49
223,1,83
223,2,82
224,0,28
224,1,40
224,2,33
225,0,24
225,1,48
225,2,40
226,0,91
226,1,77
226,2,88
227,0,80
227,1,32
227,2,62
228,0,72
228,1,8
228,2,75
229,0,74
229,1,96
229,2,98
230,0,23
230,1,10
230,2,43
231,0,40
231,1,58
231,2,85
232,0,54
232,1,27
232,2,99
233,0,48
233,1,19
233,2,100
234,0,58
234,1,21
234,2,53
235,0,89
235,1,19
235,2,60
236,0,97
236,1,36
236,2,78
237,0,99
237,1,68
237,2,50
238,0,88
238,1,72
238,2,18
239,0,20
239,1,97
239,2,72
240,0,23
240,1,96
240,2,22
241,0,95
241,1,29
241,2,78
242,0,91
242,1,34
242,2,76
243,0,94
243,1,5
243,2,82
244,0,3
244,1,80
244,2,84
245,0,31
245,1,18
245,2,12
246,0,96
246,1,56
246,2,67
247,0,22
247,1,93
247,2,66
248,0,0
248,1,50
248,2,0
249,0,34
249,1,43
249,2,25
250,0,72
250,1,15
250,2,94
251,0,95
251,1,45
251,2,4
252,0,90
252,1,38
252,2,26
253,0,39
253,1,90
253,2,25
254,0,67
254,1,69
254,2,90
255,0,18
255,1,12
255,2,57
256,0,78
256,1,48
256,2,59
257,0,60
257,1,14
257,2,87
258,0,4
258,1,29
258,2,95
259,0,77
259,1,13
259,2,66
260,0,50
260,1,66
260,2,15
261,0,47
261,1,32
261,2,95
262,0,94
262,1,74
262,2,78
263,0,45
263,1,15
263,2,73
264,0,65
264,1,28
264,2,54
265,0,94
265,1,15
265,2,26
266,0,25
266,1,88
266,2,2
267,0,42
267,1,80
267,2,67
268,0,25
268,1,36
268,2,13
269,0,88
269,1,28
269,2,16
270,0,28
270,1,54
270,2,10
271,0,13
271,1,55
271,2,14
272,0,67
272,1,51
272,2,91
273,0,84
273,1,66
273,2,77
274,0,93
274,1,31
274,2,2
275,0,11
275,1,49
275,2,59
276,0,70
276,1,16
276,2,58
277,0,54
277,1,21
277,2,50
278,0,48
278,1,17
278,2,18
279,0,35
279,1,62
279,2,79
280,0,97
280,1,39
280,2,97
281,0,98
281,1,36
281,2,68
282,0,92
282,1,82
282,2,100
283,0,34
283,1,56
283,2,42
284,0,0
284,1,98
284,2,34
285,0,59
285,1,81
285,2,44
286,0,42
286,1,13
286,2,73
287,0,67
287,1,22
287,2,70
288,0,23
288,1,96
288,2,70
289,0,79
289,1,18
289,2,54
290,0,82
290,1,17
290,2,17
291,0,67
291,1,2
291,2,21
292,0,53
292,1,16
292,2,94
293,0,35
293,1,81
293,2,25
294,0,72
294,1,48
294,2,62
295,0,45
295,1,31
295,2,60
296,0,29
296,1,82
296,2,73
297,0,60
297,1,30
297,2,93
298,0,36
298,1,71
298,2,60
299,0,71
299,1,79
299,2,47
300,0,38
300,1,48
300,2,64
301,0,49
301,1,91
301,2,38
302,0,80
302,1,55
302,2,39
303,0,12
303,1,57
303,2,42
304,0,45
304,1,24
304,2,15
305,0,29
305,1,10
305,2,17
306,0,30
306,1,33
306,2,98
307,0,22
307,1,6
307,2,47
308,0,9
308,1,89
308,2,17
309,0,67
309,1,74
309,2,44
310,0,29
310,1,76
310,2,44
311,0,39
311,1,73
311,2,39
312,0,78
312,1,38
312,2,1
313,0,75
313,1,8
313,2,42
314,0,54
314,1,89
314,2,58
315,0,80
315,1,17
315,2,59
316,0,47
316,1,98
316,2,54
317,0,52
317,1,50
317,2,44
318,0,91
318,1,10
318,2,63
319,0,45
319,1,16
319,2,85
320,0,6
320,1,92
320,2,92
321,0,5
321,1,98
321,2,42
322,0,99
322,1,53
322,2,14
323,0,8
323,1,18
323,2,54
324,0,40
324,1,76
324,2,8
325,0,24
325,1,91
325,2,44
326,0,18
326,1,23
326,2,12
327,0,87
327,1,74
327,2,91
328,0,36
328,1,91
328,2,72
329,0,33
329,1,11
329,2,54
330,0,89
330,1,92
330,2,63
331,0,36
331,1,58
331,2,88
332,0,7
332,1,11
332,2,57
333,0,89
333,1,61
333,2,87
334,0,48
334,1,5
334,2,45
335,0,3
335,1,58
335,2,70
336,0,89
336,1,67
336,2,77
337,0,43
337,1,1
337,2,10
338,0,79
338,1,96
338,2,12
339,0,50
339,1,60
339,2,45
340,0,89
340,1,41
340,2,68
341,0,10
341,1,14
341,2,85
342,0,39
342,1,34
342,2,60
343,0,32
343,1,36
343,2,4
344,0,46
344,1,70
344,2,67
345,0,18
345,1,99
345,2,25
346,0,27
346,1,49
346,2,32
347,0,5
347,1,29
347,2,40
348,0,66
348,1,32
348,2,29
349,0,33
349,1,41
349,2,65
350,0,38
350,1,93
350,2,67
351,0,63
351,1,86
351,2,92
352,0,9
352,1,6
352,2,52
353,0,35
353,1,95
353,2,44
354,0,14
354,1,44
354,2,35
355,0,96
355,1,81
355,2,92
356,0,25
356,1,45
356,2,36
357,0,97
357,1,62
357,2,86
358,0,20
358,1,30
358,2,83
359,0,33
359,1,63
359,2,45
360,0,13
360,1,59
360,2,67
361,0,12
361,1,34
361,2,68
362,0,17
362,1,3
362,2,62
363,0,8
363,1,48
363,2,55
364,0,83
364,1,73
364,2,74
365,0,32
365,1,63
365,2,88
366,0,100
366,1,97
366,2,10
367,0,69
367,1,23
367,2,3
368,0,62
368,1,43
368,2,3
369,0,34
369,1,85
369,2,29
370,0,71
370,1,37
370,2,89
371,0,7
371,1,10
371,2,91
372,0,53
372,1,62
372,2,1
373,0,5
373,1,8
373,2,11
374,0,84
374,1,37
374,2,76
375,0,60
375,1,48
375,2,57
376,0,0
376,1,70
376,2,100
377,0,85
377,1,27
377,2,46
378,0,73
378,1,57
378,2,73
379,0,26
379,1,71
379,2,9
380,0,58
380,1,88
380,2,63
381,0,33
381,1,0
381,2,60
382,0,32
382,1,32
382,2,100
383,0,66
383,1,6
383,2,96
384,0,81
384,1,87
384,2,27
385,0,89
385,1,10
385,2,43
386,0,22
386,1,33
386,2,31
387,0,61
387,1,75
387,2,23
388,0,46
388,1,44
388,2,5
389,0,93
389,1,48
389,2,15
390,0,75
390,1,96
390,2,54
391,0,81
391,1,99
391,2,62
392,0,7
392,1,88
392,2,21
393,0,43
393,1,99
393,2,81
394,0,73
394,1,98
394,2,24
395,0,32
395,1,84
395,2,78
396,0,53
396,1,41
396,2,72
397,0,51
397,1,94
397,2,61
398,0,12
398,1,28
398,2,48
399,0,5
399,1,59
399,2,39
400,0,12
400,1,79
400,2,92
401,0,18
401,1,96
401,2,23
402,0,41
402,1,91
402,2,26
403,0,32
403,1,31
403,2,100
404,0,88
404,1,54
404,2,24
405,0,65
405,1,86
405,2,29
406,0,78
406,1,63
406,2,32
407,0,58
407,1,40
407,2,11
408,0,68
408,1,13
408,2,20
409,0,65
409,1,90
409,2,80
410,0,88
410,1,50
410,2,19
411,0,42
411,1,24
411,2,34
412,0,33
412,1,86
412,2,72
413,0,89
413,1,60
413,2,67
414,0,75
414,1,32
414,2,70
415,0,1
415,1,53
415,2,70
416,0,16
416,1,58
416,2,75
417,0,19
417,1,12
417,2,66
418,0,42
418,1,67
418,2,36
419,0,91
419,1,33
419,2,53
420,0,9
420,1,79
420,2,4
421,0,0
421,1,66
421,2,33
422,0,87
422,1,56
422,2,75
423,0,12
423,1,90
423,2,84
424,0,70
424,1,52
424,2,100
425,0,77
425,1,14
425,2,57
426,0,89
426,1,15
426,2,15
427,0,34
427,1,21
427,2,65
428,0,36
428,1,98
428,2,14
429,0,11
429,1,28
429,2,13
430,0,4
430,1,71
430,2,74
431,0,12
431,1,90
431,2,82
432,0,25
432,1,63
432,2,81
433,0,10
433,1,82
433,2,0
434,0,90
434,1,22
434,2,50
435,0,19
435,1,18
435,2,60
436,0,67
436,1,41
436,2,2
437,0,23
437,1,21
437,2,6
438,0,30
438,1,69
438,2,75
439,0,40
439,1,55
439,2,79
440,0,99
440,1,56
440,2,12
441,0,93
441,1,25
441,2,99
442,0,91
442,1,1
442,2,39
443,0,24
443,1,60
443,2,46
444,0,83
444,1,54
444,2,12
445,0,56
445,1,61
445,2,63
446,0,65
446,1,47
446,2,13
447,0,49
447,1,50
447,2,77
448,0,5
448,1,25
448,2,65
449,0,78
449,1,53
449,2,33
450,0,64
450,1,42
450,2,4
451,0,20
451,1,64
451,2,6
452,0,65
452,1,36
452,2,76
453,0,28
453,1,18
453,2,3
454,0,77
454,1,4
454,2,61
455,0,83
455,1,90
455,2,97
456,0,76
456,1,62
456,2,57
457,0,88
457,1,33
457,2,63
458,0,57
458,1,29
458,2,47
459,0,22
459,1,49
459,2,39
460,0,17
460,1,99
460,2,0
461,0,82
461,1,81
461,2,4
462,0,78
462,1,38
462,2,77
463,0,23
463,1,5
463,2,74
464,0,85
464,1,28
464,2,6
465,0,26
465,1,60
465,2,84
466,0,78
466,1,44
466,2,48
467,0,34
467,1,71
467,2,38
468,0,17
468,1,60
468,2,75
469,0,34
469,1,51
469,2,12
470,0,71
470,1,25
470,2,46
471,0,60
471,1,6
471,2,41
472,0,83
472,1,99
472,2,22
473,0,94
473,1,3
473,2,83
474,0,7
474,1,44
474,2,18
475,0,51
475,1,91
475,2,95
476,0,96
476,1,69
476,2,84
477,0,22
477,1,21
477,2,55
478,0,97
478,1,6
478,2,1
479,0,49
479,1,34
479,2,47
480,0,47
480,1,84
480,2,75
481,0,68
481,1,9
481,2,40
482,0,47
482,1,78
482,2,86
483,0,61
483,1,9
483,2,83
484,0,14
484,1,68
484,2,4
485,0,7
485,1,14
485,2,80
486,0,97
486,1,8
486,2,10
487,0,28
487,1,97
487,2,88
488,0,10
488,1,60
488,2,68
489,0,85
489,1,51
489,2,69
490,0,40
490,1,32
490,2,52
491,0,21
491,1,56
491,2,74
492,0,0
492,1,79
492,2,68
493,0,92
493,1,37
493,2,56
494,0,20
494,1,2
494,2,74
495,0,30
495,1,48
495,2,71
496,0,36
496,1,92
496,2,47
497,0,6
497,1,20
497,2,23
498,0,64
498,1,25
498,2,11
499,0,75
499,1,99
499,2,6
500,0,79
500,1,42
500,2,37
501,0,94
501,1,69
501,2,34
502,0,74
502,1,10
502,2,54
503,0,4
503,1,77
503,2,25
504,0,23
504,1,51
504,2,49
505,0,62
505,1,59
505,2,91
506,0,43
506,1,53
506,2,3
507,0,68
507,1,36
507,2,71
508,0,55
508,1,23
508,2,61
509,0,52
509,1,84
509,2,95
510,0,75
510,1,68
510,2,3
511,0,51
511,1,3
511,2,11
512,0,35
512,1,0
512,2,23
513,0,58
513,1,55
513,2,39
514,0,95
514,1,77
514,2,10
515,0,49
515,1,86
515,2,94
516,0,73
516,1,93
516,2,83
517,0,87
517,1,5
517,2,57
518,0,40
518,1,17
518,2,56
519,0,45
519,1,7
519,2,79
520,0,25
520,1,92
520,2,89
521,0,1
521,1,57
521,2,43
522,0,96
522,1,45
522,2,86
523,0,75
523,1,10
523,2,29
524,0,21
524,1,98
524,2,7
525,0,6
525,1,91
525,2,25
526,0,27
526,1,79
526,2,89
527,0,90
527,1,2
527,2,57
528,0,82
528,1,27
528,2,44
529,0,33
529,1,40
529,2,58
530,0,33
530,1,25
530,2,56
531,0,27
531,1,82
531,2,18
532,0,4
532,1,10
532,2,27
533,0,21
533,1,74
533,2,96
534,0,24
534,1,75
534,2,90
535,0,12
535,1,20
535,2,55
536,0,43
536,1,56
536,2,83
537,0,14
537,1,42
537,2,98
538,0,12
538,1,9
538,2,17
539,0,19
539,1,40
539,2,9
540,0,64
540,1,53
540,2,34
541,0,28
541,1,50
541,2,11
542,0,28
542,1,80
542,2,18
543,0,12
543,1,78
543,2,64
544,0,31
544,1,22
544,2,38
545,0,47
545,1,6
545,2,83
546,0,94
546,1,73
546,2,89
547,0,19
547,1,50
547,2,54
548,0,30
548,1,57
548,2,48
549,0,44
549,1,8
549,2,98
550,0,70
550,1,81
550,2,76
551,0,69
551,1,89
551,2,33
552,0,10
552,1,36
552,2,19
553,0,6
553,1,85
553,2,14
554,0,24
554,1,27
554,2,84
555,0,55
555,1,31
555,2,92
556,0,55
556,1,27
556,2,36
557,0,17
557,1,26
557,2,45
558,0,14
558,1,51
558,2,80
559,0,93
559,1,27
559,2,1
560,0,62
560,1,15
560,2,43
561,0,41
561,1,16
561,2,53
562,0,68
562,1,7
562,2,46
563,0,7
563,1,8
563,2,1
564,0,81
564,1,25
564,2,16
565,0,69
565,1,97
565,2,17
566,0,28
566,1,14
566,2,39
567,0,93
567,1,62
567,2,26
568,0,4
568,1,14
568,2,20
569,0,1
569,1,13
569,2,4
570,0,75
570,1,26
570,2,91
571,0,38
571,1,67
571,2,79
572,0,32
572,1,85
572,2,69
573,0,46
573,1,4
573,2,41
574,0,98
574,1,39
574,2,85
575,0,44
575,1,88
575,2,96
576,0,75
576,1,10
576,2,21
577,0,57
577,1,68
577,2,61
578,0,40
578,1,7
578,2,67
579,0,79
579,1,95
579,2,85
580,0,68
580,1,10
580,2,68
581,0,73
581,1,88
581,2,33
582,0,51
582,1,73
582,2,95
583,0,98
583,1,54
583,2,84
584,0,20
584,1,10
584,2,80
585,0,33
585,1,67
585,2,53
586,0,59
586,1,20
586,2,58
587,0,37
587,1,41
587,2,57
588,0,10
588,1,31
588,2,59
589,0,65
589,1,3
589,2,27
590,0,5
590,1,86
590,2,31
591,0,31
591,1,14
591,2,72
592,0,10
592,1,61
592,2,18
593,0,37
593,1,46
593,2,12
594,0,84
594,1,13
594,2,67
595,0,100
595,1,47
595,2,53
596,0,7
596,1,82
596,2,41
597,0,13
597,1,23
597,2,23
598,0,83
598,1,94
598,2,17
599,0,23
599,1,89
599,2,57
600,0,50
600,1,79
600,2,43
601,0,53
601,1,67
601,2,42
602,0,51
602,1,25
602,2,42
603,0,67
603,1,36
603,2,82
604,0,28
604,1,55
604,2,8
605,0,59
605,1,53
605,2,29
606,0,86
606,1,87
606,2,92
607,0,39
607,1,52
607,2,82
608,0,22
608,1,70
608,2,27
609,0,85
609,1,98
609,2,28
610,0,42
610,1,72
610,2,99
611,0,28
611,1,35
611,2,75
612,0,42
612,1,8
612,2,58
613,0,84
613,1,76
613,2,64
614,0,88
614,1,27
614,2,38
615,0,13
615,1,38
615,2,95
616,0,40
616,1,96
616,2,77
617,0,23
617,1,70
617,2,68
618,0,26
618,1,84
618,2,78
619,0,92
619,1,94
619,2,80
620,0,89
620,1,11
620,2,8
621,0,93
621,1,20
621,2,43
622,0,52
622,1,55
622,2,24
623,0,47
623,1,100
623,2,24
624,0,13
624,1,55
624,2,18
625,0,4
625,1,93
625,2,65
626,0,20
626,1,48
626,2,97
627,0,51
627,1,86
627,2,40
628,0,52
628,1,67
628,2,57
629,0,33
629,1,56
629,2,45
630,0,97
630,1,68
630,2,97
631,0,48
631,1,93
631,2,82
632,0,56
632,1,11
632,2,13
633,0,58
633,1,1
633,2,25
634,0,22
634,1,24
634,2,2
635,0,8
635,1,66
635,2,34
636,0,55
636,1,92
636,2,32
637,0,94
637,1,96
637,2,54
638,0,18
638,1,26
638,2,64
639,0,45
639,1,19
639,2,82
640,0,98
640,1,18
640,2,100
641,0,32
641,1,95
641,2,18
642,0,78
642,1,38
642,2,35
643,0,66
643,1,21
643,2,24
644,0,62
644,1,49
644,2,60
645,0,63
645,1,99
645,2,42
646,0,99
646,1,13
646,2,75
647,0,7
647,1,57
647,2,11
648,0,37
648,1,30
648,2,37
649,0,55
649,1,8
649,2,47
650,0,19
650,1,49
650,2,10
651,0,50
651,1,34
651,2,52
652,0,60
652,1,22
652,2,70
653,0,12
653,1,76
653,2,83
654,0,71
654,1,84
654,2,76
655,0,51
655,1,88
655,2,11
656,0,25
656,1,39
656,2,9
657,0,24
657,1,59
657,2,28
658,0,44
658,1,27
658,2,25
659,0,79
659,1,52
659,2,98
660,0,80
660,1,31
660,2,33
661,0,46
661,1,85
661,2,63
662,0,72
662,1,2
662,2,65
663,0,54
663,1,87
663,2,32
664,0,41
664,1,58
664,2,57
665,0,89
665,1,4
665,2,36
666,0,83
666,1,65
666,2,63
667,0,59
667,1,18
667,2,50
668,0,2
668,1,62
668,2,30
669,0,68
669,1,79
669,2,70
670,0,99
670,1,67
670,2,5
671,0,29
671,1,22
671,2,78
672,0,68
672,1,66
672,2,48
673,0,49
673,1,65
673,2,43
674,0,86
674,1,39
674,2,44
675,0,38
675,1,100
675,2,31
676,0,1
676,1,73
676,2,60
677,0,84
677,1,96
677,2,80
678,0,74
678,1,95
678,2,25
679,0,28
679,1,0
679,2,19
680,0,50
680,1,11
680,2,18
681,0,46
681,1,58
681,2,11
682,0,84
682,1,80
682,2,45
683,0,86
683,1,39
683,2,93
684,0,64
684,1,72
684,2,68
685,0,79
685,1,76
685,2,76
686,0,44
686,1,15
686,2,63
687,0,85
687,1,41
687,2,75
688,0,68
688,1,15
688,2,5
689,0,42
689,1,68
689,2,66
690,0,68
690,1,23
690,2,78
691,0,45
691,1,46
691,2,79
692,0,87
692,1,45
692,2,38
693,0,98
693,1,80
693,2,56
694,0,24
694,1,5
694,2,62
695,0,17
695,1,70
695,2,72
696,0,51
696,1,22
696,2,18
697,0,21
697,1,46
697,2,20
698,0,29
698,1,63
698,2,52
699,0,78
699,1,70
699,2,44
700,0,100
700,1,69
700,2,69
701,0,89
701,1,57
701,2,57
702,0,63
702,1,30
702,2,90
703,0,66
703,1,67
703,2,76
704,0,90
704,1,34
704,2,55
705,0,49
705,1,6
705,2,40
706,0,87
706,1,70
706,2,50
707,0,81
707,1,89
707,2,29
708,0,95
708,1,42
708,2,100
709,0,20
709,1,90
709,2,83
710,0,74
710,1,66
710,2,42
711,0,12
711,1,99
711,2,10
712,0,23
712,1,51
712,2,18
713,0,43
713,1,88
713,2,76
714,0,35
714,1,78
714,2,81
715,0,96
715,1,32
715,2,20
716,0,44
716,1,53
716,2,21
717,0,60
717,1,12
717,2,16
718,0,35
718,1,52
718,2,56
719,0,86
719,1,52
719,2,23
720,0,15
720,1,82
720,2,4
721,0,68
721,1,98
721,2,74
722,0,19
722,1,2
722,2,77
723,0,14
723,1,76
723,2,82
724,0,32
724,1,55
724,2,11
725,0,97
725,1,71
725,2,18
726,0,64
726,1,81
726,2,40
727,0,28
727,1,70
727,2,9
728,0,24
728,1,58
728,2,79
729,0,91
729,1,33
729,2,78
730,0,94
730,1,58
730,2,40
731,0,71
731,1,73
731,2,61
732,0,51
732,1,59
732,2,50
733,0,59
733,1,49
733,2,52
734,0,54
734,1,59
734,2,15
735,0,80
735,1,20
735,2,33
736,0,75
736,1,13
736,2,68
737,0,33
737,1,29
737,2,84
738,0,55
738,1,81
738,2,49
739,0,19
739,1,26
739,2,52
740,0,29
740,1,72
740,2,53
741,0,62
741,1,2
741,2,57
742,0,100
742,1,92
742,2,73
743,0,13
743,1,90
743,2,57
744,0,44
744,1,12
744,2,49
745,0,0
745,1,46
745,2,88
746,0,70
746,1,43
746,2,0
747,0,3
747,1,29
747,2,7
748,0,8
748,1,8
748,2,95
749,0,62
749,1,43
749,2,2
750,0,76
750,1,97
750,2,68
751,0,77
751,1,62
751,2,59
752,0,95
752,1,30
752,2,26
753,0,14
753,1,19
753,2,25
754,0,56
754,1,78
754,2,37
755,0,65
755,1,51
755,2,17
756,0,65
756,1,7
756,2,5
757,0,64
757,1,82
757,2,70
758,0,14
758,1,5
758,2,85
759,0,21
759,1,5
759,2,30
760,0,9
760,1,82
760,2,66
761,0,21
761,1,16
761,2,89
762,0,26
762,1,13
762,2,65
763,0,16
763,1,31
763,2,81
764,0,27
764,1,51
764,2,43
765,0,57
765,1,95
765,2,93
766,0,65
766,1,19
766,2,68
767,0,89
767,1,47
767,2,18
768,0,72
768,1,62
768,2,42
769,0,84
769,1,25
769,2,12
770,0,13
770,1,67
770,2,36
771,0,31
771,1,99
771,2,72
772,0,93
772,1,74
772,2,44
773,0,17
773,1,30
773,2,100
774,0,50
774,1,87
774,2,1
775,0,73
775,1,9
775,2,80
776,0,48
776,1,28
776,2,1
