Step,Agent_ID,Action
321,2,9
322,0,0
322,1,42
322,2,76
323,0,44
323,1,83
323,2,56
324,0,17
324,1,77
324,2,77
325,0,8
325,1,53
325,2,61
326,0,23
326,1,15
326,2,81
327,0,40
327,1,48
327,2,31
328,0,50
328,1,3
328,2,95
329,0,66
329,1,32
329,2,15
330,0,77
330,1,82
330,2,3
331,0,4
331,1,88
331,2,99
332,0,90
332,1,61
332,2,4
333,0,65
333,1,31
333,2,20
334,0,38
334,1,3
334,2,28
335,0,33
335,1,8
335,2,64
336,0,72
336,1,31
336,2,88
337,0,28
337,1,52
337,2,34
338,0,51
338,1,54
338,2,82
339,0,51
339,1,66
339,2,19
340,0,28
340,1,96
340,2,4
341,0,49
341,1,92
341,2,84
342,0,85
342,1,100
342,2,84
343,0,100
343,1,1
343,2,88
344,0,71
344,1,14
344,2,76
345,0,68
345,1,61
345,2,43
346,0,9
346,1,49
346,2,90
347,0,44
347,1,99
347,2,47
348,0,43
348,1,1
348,2,72
349,0,88
349,1,6
349,2,55
350,0,79
350,1,8
350,2,1
351,0,26
351,1,81
351,2,49
352,0,91
352,1,18
352,2,47
353,0,83
353,1,40
353,2,91
354,0,94
354,1,62
354,2,24
355,0,28
355,1,67
355,2,32
356,0,34
356,1,20
356,2,95
357,0,5
357,1,62
357,2,2
358,0,56
358,1,76
358,2,94
359,0,43
359,1,95
359,2,60
360,0,29
360,1,3
360,2,43
361,0,52
361,1,54
361,2,80
362,0,73
362,1,42
362,2,33
363,0,32
363,1,53
363,2,10
364,0,74
364,1,38
364,2,47
365,0,66
365,1,49
365,2,76
366,0,38
366,1,9
366,2,81
367,0,53
367,1,81
367,2,20
368,0,3
368,1,87
368,2,43
369,0,65
369,1,80
369,2,10
370,0,93
370,1,63
370,2,85
371,0,77
371,1,73
371,2,1
372,0,34
372,1,30
372,2,60
373,0,6
373,1,15
373,2,80
374,0,93
374,1,36
374,2,31
375,0,5
375,1,41
375,2,93
376,0,6
376,1,89
376,2,51
377,0,97
377,1,88
377,2,43
378,0,45
378,1,29
378,2,9
379,0,96
379,1,32
379,2,44
380,0,42
380,1,33
380,2,72
381,0,98
381,1,84
381,2,49
382,0,23
382,1,85
382,2,44
383,0,16
383,1,80
383,2,70
384,0,52
384,1,64
384,2,40
385,0,74
385,1,38
385,2,81
386,0,86
386,1,34
386,2,79
387,0,44
387,1,45
387,2,14
388,0,68
388,1,83
388,2,67
389,0,47
389,1,60
389,2,32
390,0,20
390,1,68
390,2,38
391,0,1
391,1,69
391,2,35
392,0,101
392,1,15
392,2,29
393,0,23
393,1,17
393,2,33
394,0,30
394,1,17
394,2,12
395,0,78
395,1,47
395,2,51
396,0,46
396,1,30
396,2,0
397,0,27
397,1,5
397,2,77
398,0,40
398,1,93
398,2,9
399,0,58
399,1,62
399,2,70
400,0,59
400,1,10
400,2,91
401,0,31
401,1,61
401,2,10
402,0,4
402,1,53
402,2,65
403,0,75
403,1,60
403,2,55
404,0,98
404,1,22
404,2,89
405,0,41
405,1,39
405,2,95
406,0,51
406,1,71
406,2,41
407,0,95
407,1,46
407,2,87
408,0,75
408,1,26
408,2,38
409,0,31
409,1,49
409,2,98
410,0,67
410,1,70
410,2,5
411,0,97
411,1,51
411,2,49
412,0,3
412,1,24
412,2,87
413,0,58
413,1,40
413,2,42
414,0,58
414,1,86
414,2,100
415,0,82
415,1,81
415,2,91
416,0,22
416,1,25
416,2,70
417,0,16
417,1,71
417,2,38
418,0,20
418,1,14
418,2,95
419,0,43
419,1,71
419,2,74
420,0,52
420,1,12
420,2,15
421,0,101
421,1,51
421,2,45
422,0,46
422,1,72
422,2,99
423,0,71
423,1,14
423,2,50
424,0,98
424,1,1
424,2,69
425,0,48
425,1,19
425,2,40
426,0,101
426,1,46
426,2,16
427,0,46
427,1,59
427,2,35
428,0,22
428,1,24
428,2,70
429,0,51
429,1,32
429,2,34
430,0,27
430,1,24
430,2,76
431,0,30
431,1,29
431,2,68
432,0,4
432,1,85
432,2,75
433,0,5
433,1,62
433,2,87
434,0,97
434,1,85
434,2,48
435,0,59
435,1,48
435,2,33
436,0,46
436,1,15
436,2,101
437,0,80
437,1,15
437,2,59
438,0,69
438,1,22
438,2,52
439,0,74
439,1,62
439,2,87
440,0,24
440,1,44
440,2,10
441,0,47
441,1,44
441,2,70
442,0,51
442,1,90
442,2,15
443,0,63
443,1,97
443,2,34
444,0,41
444,1,10
444,2,16
445,0,34
445,1,77
445,2,83
446,0,101
446,1,52
446,2,60
447,0,68
447,1,81
447,2,13
448,0,74
448,1,62
448,2,15
449,0,42
449,1,54
449,2,44
450,0,72
450,1,86
450,2,25
451,0,15
451,1,51
451,2,48
452,0,77
452,1,77
452,2,42
453,0,54
453,1,93
453,2,52
454,0,24
454,1,80
454,2,2
455,0,70
455,1,13
455,2,78
456,0,90
456,1,16
456,2,35
457,0,97
457,1,77
457,2,21
458,0,73
458,1,27
458,2,11
459,0,87
459,1,70
459,2,56
460,0,2
460,1,20
460,2,89
461,0,6
461,1,36
461,2,93
462,0,84
462,1,15
462,2,7
463,0,94
463,1,90
463,2,20
464,0,77
464,1,81
464,2,46
465,0,43
465,1,25
465,2,7
466,0,75
466,1,86
466,2,43
467,0,75
467,1,91
467,2,5
468,0,71
468,1,78
468,2,71
469,0,15
469,1,35
469,2,6
470,0,78
470,1,51
470,2,7
471,0,41
471,1,17
471,2,63
472,0,9
472,1,26
472,2,90
473,0,82
473,1,53
473,2,40
474,0,35
474,1,58
474,2,21
475,0,2
475,1,20
475,2,81
476,0,85
476,1,60
476,2,34
477,0,72
477,1,62
477,2,39
478,0,12
478,1,23
478,2,93
479,0,52
479,1,71
479,2,63
480,0,71
480,1,99
480,2,89
481,0,84
481,1,100
481,2,48
482,0,100
482,1,25
482,2,70
483,0,70
483,1,44
483,2,45
484,0,43
484,1,43
484,2,86
485,0,23
485,1,27
485,2,30
486,0,84
486,1,86
486,2,20
487,0,100
487,1,98
487,2,53
488,0,24
488,1,41
488,2,5
489,0,91
489,1,10
489,2,15
490,0,52
490,1,71
490,2,30
491,0,44
491,1,32
491,2,60
492,0,82
492,1,59
492,2,64
493,0,66
493,1,52
493,2,8
494,0,32
494,1,31
494,2,9
495,0,8
495,1,61
495,2,101
496,0,26
496,1,49
496,2,62
497,0,70
497,1,67
497,2,77
498,0,30
498,1,11
498,2,10
499,0,80
499,1,14
499,2,8
500,0,50
500,1,24
500,2,21
501,0,42
501,1,13
501,2,100
502,0,10
502,1,43
502,2,54
503,0,37
503,1,99
503,2,59
504,0,86
504,1,6
504,2,95
505,0,26
505,1,8
505,2,25
506,0,81
506,1,71
506,2,52
507,0,56
507,1,14
507,2,78
508,0,75
508,1,95
508,2,19
509,0,32
509,1,3
509,2,47
510,0,20
510,1,60
510,2,55
511,0,25
511,1,69
511,2,2
512,0,15
512,1,83
512,2,94
513,0,14
513,1,57
513,2,60
514,0,20
514,1,8
514,2,46
515,0,64
515,1,22
515,2,36
516,0,30
516,1,89
516,2,57
517,0,79
517,1,86
517,2,28
518,0,34
518,1,21
518,2,0
519,0,19
519,1,101
519,2,25
520,0,21
520,1,78
520,2,25
521,0,56
521,1,92
521,2,41
522,0,69
522,1,38
522,2,48
523,0,86
523,1,36
523,2,91
524,0,61
524,1,87
524,2,37
525,0,89
525,1,74
525,2,60
526,0,42
526,1,84
526,2,83
527,0,45
527,1,84
527,2,83
528,0,60
528,1,46
528,2,27
529,0,0
529,1,7
529,2,61
530,0,87
530,1,92
530,2,73
531,0,26
531,1,1
531,2,72
532,0,84
532,1,67
532,2,31
533,0,11
533,1,12
533,2,5
534,0,3
534,1,43
534,2,70
535,0,99
535,1,90
535,2,30
536,0,22
536,1,100
536,2,72
537,0,64
537,1,30
537,2,27
538,0,43
538,1,95
538,2,48
539,0,86
539,1,22
539,2,74
540,0,24
540,1,87
540,2,23
541,0,16
541,1,51
541,2,55
542,0,48
542,1,55
542,2,41
543,0,28
543,1,2
543,2,56
544,0,58
544,1,23
544,2,49
545,0,47
545,1,52
545,2,9
546,0,6
546,1,49
546,2,50
547,0,78
547,1,65
547,2,12
548,0,13
548,1,53
548,2,58
549,0,74
549,1,6
549,2,69
550,0,80
550,1,25
550,2,96
551,0,60
551,1,85
551,2,60
552,0,19
552,1,1
552,2,86
553,0,93
553,1,90
553,2,97
554,0,81
554,1,63
554,2,30
555,0,49
555,1,43
555,2,100
556,0,38
556,1,47
556,2,14
557,0,3
557,1,10
557,2,85
558,0,86
558,1,5
558,2,9
559,0,39
559,1,28
559,2,66
560,0,6
560,1,87
560,2,11
561,0,24
561,1,6
561,2,57
562,0,14
562,1,15
562,2,54
563,0,51
563,1,3
563,2,33
564,0,82
564,1,40
564,2,6
565,0,26
565,1,54
565,2,81
566,0,71
566,1,98
566,2,39
567,0,47
567,1,98
567,2,25
568,0,22
568,1,65
568,2,71
569,0,4
569,1,15
569,2,55
570,0,96
570,1,93
570,2,15
571,0,13
571,1,65
571,2,12
572,0,82
572,1,41
572,2,84
573,0,25
573,1,10
573,2,2
574,0,23
574,1,90
574,2,88
575,0,67
575,1,48
575,2,20
576,0,94
576,1,88
576,2,77
577,0,72
577,1,58
577,2,58
578,0,67
578,1,27
578,2,77
579,0,16
579,1,42
579,2,84
580,0,17
580,1,75
580,2,88
581,0,49
581,1,37
581,2,37
582,0,80
582,1,59
582,2,86
583,0,78
583,1,100
583,2,51
584,0,66
584,1,52
584,2,80
585,0,92
585,1,5
585,2,48
586,0,69
586,1,21
586,2,95
587,0,54
587,1,75
587,2,27
588,0,68
588,1,80
588,2,62
589,0,42
589,1,27
589,2,17
590,0,73
590,1,89
590,2,90
591,0,67
591,1,77
591,2,94
592,0,40
592,1,29
592,2,80
593,0,42
593,1,72
593,2,61
594,0,7
594,1,59
594,2,42
595,0,78
595,1,36
595,2,74
596,0,99
596,1,34
596,2,5
597,0,70
597,1,85
597,2,8
598,0,33
598,1,84
598,2,44
599,0,24
599,1,53
599,2,11
600,0,29
600,1,31
600,2,37
601,0,59
601,1,20
601,2,63
602,0,49
602,1,68
602,2,38
603,0,92
603,1,77
603,2,31
604,0,52
604,1,24
604,2,43
605,0,89
605,1,81
605,2,42
606,0,0
606,1,55
606,2,79
607,0,100
607,1,46
607,2,54
608,0,76
608,1,51
608,2,31
609,0,21
609,1,95
609,2,50
610,0,55
610,1,8
610,2,58
611,0,92
611,1,18
611,2,47
612,0,63
612,1,81
612,2,75
613,0,23
613,1,30
613,2,6
614,0,93
614,1,90
614,2,89
615,0,9
615,1,89
615,2,74
616,0,85
616,1,8
616,2,24
617,0,26
617,1,56
617,2,1
618,0,13
618,1,22
618,2,84
619,0,56
619,1,59
619,2,43
620,0,54
620,1,79
620,2,30
621,0,42
621,1,89
621,2,91
622,0,45
622,1,31
622,2,44
623,0,77
623,1,77
623,2,79
624,0,2
624,1,86
624,2,0
625,0,17
625,1,25
625,2,51
626,0,60
626,1,0
626,2,84
627,0,65
627,1,37
627,2,41
628,0,44
628,1,32
628,2,41
629,0,10
629,1,43
629,2,8
630,0,12
630,1,97
630,2,75
631,0,48
631,1,97
631,2,33
632,0,41
632,1,70
632,2,83
633,0,40
633,1,14
633,2,8
634,0,21
634,1,22
634,2,28
635,0,23
635,1,94
635,2,69
636,0,70
636,1,26
636,2,26
637,0,14
637,1,44
637,2,3
638,0,97
638,1,13
638,2,90
639,0,70
639,1,31
639,2,18
640,0,58
640,1,94
640,2,18
641,0,55
641,1,28
641,2,15
642,0,72
642,1,101
642,2,2
643,0,0
643,1,76
643,2,28
644,0,0
644,1,63
644,2,43
645,0,73
645,1,78
645,2,95
646,0,8
646,1,100
646,2,1
647,0,94
647,1,75
647,2,15
648,0,65
648,1,8
648,2,84
649,0,75
649,1,90
649,2,0
650,0,39
650,1,30
650,2,19
651,0,63
651,1,47
651,2,12
652,0,68
652,1,101
652,2,82
653,0,97
653,1,74
653,2,52
654,0,4
654,1,23
654,2,68
655,0,79
655,1,34
655,2,89
656,0,62
656,1,92
656,2,65
657,0,46
657,1,90
657,2,33
658,0,100
658,1,67
658,2,3
659,0,32
659,1,49
659,2,34
660,0,31
660,1,14
660,2,7
661,0,50
661,1,66
661,2,39
662,0,77
662,1,7
662,2,88
663,0,14
663,1,73
663,2,92
664,0,36
664,1,12
664,2,53
665,0,14
665,1,87
665,2,0
666,0,40
666,1,73
666,2,67
667,0,1
667,1,62
667,2,18
668,0,71
668,1,70
668,2,53
669,0,2
669,1,35
669,2,92
670,0,24
670,1,93
670,2,39
671,0,96
671,1,98
671,2,69
672,0,78
672,1,93
672,2,45
673,0,2
673,1,35
673,2,13
674,0,97
674,1,55
674,2,7
675,0,37
675,1,54
675,2,96
676,0,81
676,1,70
676,2,24
677,0,82
677,1,98
677,2,25
678,0,86
678,1,31
678,2,66
679,0,17
679,1,12
679,2,76
680,0,98
680,1,68
680,2,52
681,0,38
681,1,37
681,2,37
682,0,62
682,1,3
682,2,37
683,0,49
683,1,38
683,2,92
684,0,67
684,1,90
684,2,90
685,0,38
685,1,52
685,2,36
686,0,30
686,1,25
686,2,73
687,0,47
687,1,44
687,2,81
688,0,38
688,1,64
688,2,65
689,0,67
689,1,59
689,2,79
690,0,19
690,1,37
690,2,4
691,0,49
691,1,49
691,2,86
692,0,17
692,1,77
692,2,57
693,0,99
693,1,7
693,2,61
694,0,9
694,1,25
694,2,85
695,0,2
695,1,69
695,2,9
696,0,83
696,1,80
696,2,83
697,0,72
697,1,29
697,2,85
698,0,97
698,1,65
698,2,64
699,0,44
699,1,93
699,2,28
700,0,89
700,1,63
700,2,11
701,0,26
701,1,53
701,2,20
702,0,62
702,1,32
702,2,76
703,0,7
703,1,99
703,2,69
704,0,26
704,1,41
704,2,30
705,0,86
705,1,69
705,2,71
706,0,91
706,1,62
706,2,34
707,0,49
707,1,73
707,2,66
708,0,56
708,1,67
708,2,9
709,0,11
709,1,8
709,2,1
710,0,88
710,1,89
710,2,34
711,0,98
711,1,44
711,2,51
712,0,36
712,1,47
712,2,47
713,0,11
713,1,1
713,2,73
714,0,64
714,1,88
714,2,85
715,0,47
715,1,89
715,2,42
716,0,85
716,1,21
716,2,49
717,0,34
717,1,68
717,2,32
718,0,39
718,1,26
718,2,86
719,0,26
719,1,51
719,2,74
720,0,54
720,1,52
720,2,94
721,0,5
721,1,95
721,2,0
722,0,2
722,1,89
722,2,84
723,0,101
723,1,82
723,2,9
724,0,65
724,1,20
724,2,85
725,0,71
725,1,39
725,2,92
726,0,51
726,1,77
726,2,9
727,0,96
727,1,62
727,2,34
728,0,40
728,1,46
728,2,39
729,0,67
729,1,9
729,2,16
730,0,33
730,1,9
730,2,9
731,0,59
731,1,60
731,2,27
732,0,10
732,1,11
732,2,80
733,0,62
733,1,74
733,2,66
734,0,11
734,1,86
734,2,57
735,0,86
735,1,12
735,2,37
736,0,60
736,1,62
736,2,59
737,0,60
737,1,84
737,2,88
738,0,82
738,1,97
738,2,72
739,0,88
739,1,91
739,2,19
740,0,19
740,1,94
740,2,21
741,0,71
741,1,97
741,2,64
742,0,15
742,1,66
742,2,52
743,0,26
743,1,8
743,2,5
744,0,7
744,1,66
744,2,46
745,0,7
745,1,33
745,2,101
746,0,47
746,1,29
746,2,16
747,0,64
747,1,91
747,2,5
748,0,99
748,1,73
748,2,65
749,0,2
749,1,59
749,2,34
750,0,98
750,1,16
750,2,53
751,0,16
751,1,54
751,2,46
752,0,100
752,1,47
752,2,8
753,0,76
753,1,60
753,2,97
754,0,39
754,1,80
754,2,63
755,0,49
755,1,41
755,2,63
756,0,97
756,1,38
756,2,82
757,0,77
757,1,47
757,2,4
758,0,27
758,1,99
758,2,82
759,0,65
759,1,75
759,2,42
760,0,73
760,1,1
760,2,29
761,0,90
761,1,14
761,2,67
762,0,45
762,1,77
762,2,57
763,0,0
763,1,4
763,2,94
764,0,33
764,1,30
764,2,43
765,0,68
765,1,8
765,2,80
766,0,78
766,1,2
766,2,0
767,0,101
767,1,61
767,2,9
768,0,73
768,1,90
768,2,71
769,0,53
769,1,52
769,2,19
770,0,64
770,1,71
770,2,14
771,0,69
771,1,11
771,2,69
772,0,46
772,1,30
772,2,92
773,0,41
773,1,26
773,2,4
774,0,53
774,1,31
774,2,36
775,0,91
775,1,48
775,2,101
776,0,99
776,1,43
776,2,38
